Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Invoice Shipping Cost,Estimated Shipping Cost,Flag,Profit,,
A1423,11385226086116206,12/4/20,20026229,L,4,A1423,55.58,65.44,8.34,31.25,25.85,13.99,1,-9.86,,
A1424,11250246279159468,12/4/20,20026234,L,1,A1424,8.63,19.85,0.69,3.3,15.86,4.75,1,-11.22,,
A1425,11172712142383433,12/4/20,20026233,L,1,A1425,20.11,19.32,3.02,12.75,3.55,4.75,1,0.79,,
A1426,11117182926233046,12/4/20,20026235,L,24,A1426,26.49,26.28,3.97,15.19,7.12,7.5,1,0.21,,
A1427,11340822767332249,12/4/20,20026337,H,1,A1427,22.73,21.64,3.41,13.48,4.75,4.75,0,1.09,,
A1428,11379220696234622,12/4/20,20026236,L,5,A1428,31.42,33.31,4.71,20.35,8.25,6.99,1,-1.89,,
A1429,11159896737586651,12/4/20,20026239,L,1,A1429,34.9,35.73,5.24,19.26,11.23,6.99,1,-0.83,,
A1430,11389918044097025,12/4/20,20026240,L,1,A1430,16.92,20.53,2.54,6.97,11.02,7.5,1,-3.61,,
A1431,11386295155007424,12/4/20,20026248,L,6,A1431,14.25,10.99,1.14,5.41,4.44,7.99,1,3.26,,
A1432,11494197325894653,12/4/20,20026243,L,1,A1432,32.19,31.27,4.83,21.73,4.71,4.75,1,0.92,,
A1433,11355525557439469,12/4/20,20026242,L,1,A1433,34.9,32.41,5.24,19.26,7.91,6.99,1,2.49,,
A1434,11233064580491408,12/4/20,8601-11-,G,1,A1434,256.4,273.81,20.51,234.5,18.8,6.52,1,-17.41,,
A1435,11123988606005814,12/4/20,20026245,L,12,A1435,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A1436,11115848053105860,12/4/20,20026246,L,6,A1436,30.21,31.61,4.53,16.29,10.79,9.99,1,-1.4,,
A1437,11349568715345832,12/4/20,20026247,L,1,A1437,34.9,35.58,5.24,19.26,11.08,6.99,1,-0.68,,
A1438,11378284101961045,12/4/20,8620-11-,G,1,A1438,177.65,162.87,14.21,126.7,21.96,9.99,1,14.78,,
A1439,11237087833807416,12/4/20,20026249,L,4,A1439,55.58,63.43,8.34,31.25,23.84,13.99,1,-7.85,,
A1440,11279956365300206,12/4/20,8621-11-,G,1,A1440,214.75,204.4,17.18,164.58,22.64,11.99,1,10.35,,
A1441,11315070156076265,12/4/20,20026250,L,4,A1441,53.63,63.78,8.04,27.63,28.11,13.99,1,-10.15,,
A1442,11108681982453837,12/4/20,20026251,L,1,A1442,34.9,33.54,5.24,19.26,9.04,6.99,1,1.36,,
A1443,11267594511989831,12/4/20,20026255,L,2,A1443,52.62,54.56,7.89,36.28,10.39,9.5,1,-1.94,,
A1444,11420760478171447,12/4/20,20026256,L,24,A1444,118.62,121.89,17.8,80.1,23.99,13.99,1,-3.27,,
A1445,11390593391769828,12/4/20,20026257,L,1,A1445,8.12,7.97,0.65,2.88,4.44,4.75,1,0.15,,
A1446,11307792019613036,12/4/20,8637-11-,G,1,A1446,208.22,211.92,16.66,176.04,19.22,11.5,1,-3.7,,
A1447,11230750904362636,12/4/20,20026259,L,1,A1447,16.16,14.72,2.42,7.65,4.65,5.75,1,1.44,,
A1448,11445395793331449,12/4/20,20026260,L,1,A1448,46.6,41.09,6.99,34.1,0,5.75,1,5.51,,
A1449,11356359562726610,12/4/20,20026261,L,1,A1449,19.26,24.24,2.89,9.25,12.1,7.5,1,-4.98,,
A1450,11133542604344252,12/4/20,20026262,L,6,A1450,51.09,42.35,7.66,18.16,16.53,9.99,1,8.74,,
A1451,11409286570353020,12/4/20,20026263,L,3,A1451,54.61,58.39,8.19,32.56,17.64,9.99,1,-3.78,,
A1452,11192686175791437,12/4/20,8680-11-,G,1,A1452,214.32,193.72,17.15,164.58,11.99,11.99,0,20.6,,
A1453,11109445560556223,12/4/20,20026266,L,4,A1453,48.63,47.43,7.29,36.56,3.58,5.75,1,1.2,,
A1454,11148233408079415,12/4/20,20026267,L,12,A1454,24.85,24.74,3.73,13.43,7.58,6.99,1,0.11,,
A1455,11178769818840257,12/4/20,20026268,L,6,A1455,34.42,40.1,5.16,19.21,15.73,9.99,1,-5.68,,
A1456,11321769515562644,12/4/20,20026270,L,1,A1456,14.25,19.55,2.14,6.62,10.79,5.75,1,-5.3,,
A1457,11209546211946663,12/4/20,20026271,L,6,A1457,26.51,29.17,3.98,15.3,9.89,7.5,1,-2.66,,
A1458,11287644569154616,12/4/20,20026273,L,1,A1458,18.38,14.25,2.76,2.21,9.28,6.99,1,4.13,,
A1459,11336312492317022,12/4/20,20026275,H,6,A1459,59.18,58.87,8.88,42,7.99,7.99,0,0.31,,
A1460,11258481265602650,12/4/20,20026276,L,3,A1460,56.97,60.65,8.55,41.31,10.79,6.99,1,-3.68,,
A1461,11436691252507433,12/4/20,20026278,L,6,A1461,27.58,25.29,4.14,13.57,7.58,6.99,1,2.29,,
A1462,11274782470127443,12/4/20,20026277,L,1,A1462,16.67,12.17,2.5,6.12,3.55,4.75,1,4.5,,
A1463,11374240054508235,12/4/20,20026279,L,6,A1463,37.89,30.08,5.68,15.9,8.5,7.5,1,7.81,,
A1464,11488721697214633,12/4/20,20026280,L,6,A1464,31.73,29.53,4.76,17.65,7.12,9.5,1,2.2,,
A1465,11313676978353819,12/4/20,20026281,L,2,A1465,52.62,55.61,7.89,36.28,11.44,9.5,1,-2.99,,
A1466,11414507572001853,12/4/20,20026282,L,6,A1466,21.68,12.77,3.25,9.52,0,8.75,1,8.91,,
A1467,11214822947609828,12/4/20,20026283,L,6,A1467,35.69,26.9,5.35,21.55,0,9.5,1,8.79,,
A1468,11190676418438662,12/4/20,20026284,L,1,A1468,22.65,23.21,3.4,11.9,7.91,6.99,1,-0.56,,
A1469,11249619411624207,12/4/20,20026285,L,1,A1469,35.08,35.31,5.26,19.26,10.79,6.99,1,-0.23,,
A1470,11148030188531443,12/4/20,20026286,L,12,A1470,36.82,39.34,5.52,22.38,11.44,8.75,1,-2.52,,
A1471,11142373836681823,12/4/20,20026287,L,12,A1471,40.88,42.63,6.13,28,8.5,7.5,1,-1.75,,
A1472,11212376082869028,12/4/20,20026288,L,1,A1472,18.58,22.76,2.79,9.18,10.79,6.99,1,-4.18,,
A1473,11142534461669008,12/4/20,20026289,L,4,A1473,53.63,55.84,8.04,27.63,20.17,13.99,1,-2.21,,
A1474,11309652999285016,12/4/20,20026290,L,1,A1474,8.53,14.7,0.68,3.23,10.79,4.75,1,-6.17,,
A1475,11254354308609835,12/4/20,20026291,L,20,A1475,565.55,601.88,84.85,370.8,146.23,180,1,-36.33,,
A1476,11267052708481005,12/4/20,20026292,L,6,A1476,24.12,24.52,3.62,12.88,8.02,8.75,1,-0.4,,
A1477,11446764916759456,12/4/20,20026293,L,1,A1477,26.28,22.52,3.94,15.3,3.28,6.99,1,3.76,,
A1478,11367247668382651,12/4/20,20026294,C,1,A1478,27.25,30.74,4.09,12.42,14.23,11.3,1,-3.49,,
A1479,11153217236901814,12/4/20,20026295,L,12,A1479,24.85,25.75,3.73,13.43,8.59,6.99,1,-0.9,,
A1480,11289560880929023,12/4/20,20026296,L,1,A1480,18.84,18.46,2.83,7.72,7.91,5.75,1,0.38,,
A1481,11346615984134667,12/4/20,20026297,L,3,A1481,25.51,21.71,3.83,14.52,3.36,4.75,1,3.8,,
A1482,11344428838367453,12/4/20,20026298,L,6,A1482,63.84,65.06,9.58,38.72,16.76,11.99,1,-1.22,,
A1483,11301165879052202,12/4/20,20026299,L,6,A1483,33.72,34.6,5.06,20.71,8.83,7.5,1,-0.88,,
A1484,11102366573082625,12/4/20,20026303,L,3,A1484,15.06,14.21,2.26,7.65,4.3,4.75,1,0.85,,
A1485,11180920393834618,12/4/20,20026300,L,6,A1485,34.41,46.67,5.16,19.21,22.3,9.99,1,-12.26,,
A1486,11269665890602649,12/4/20,20026304,L,12,A1486,46.84,54.98,7.03,30.77,17.18,9.99,1,-8.14,,
A1487,11323718733631437,12/4/20,20026302,L,4,A1487,78.28,71.79,11.76,49.12,10.91,5.75,1,6.49,,
A1488,11425223079600201,12/4/20,20026305,D,1,A1488,61.32,46.56,7.36,30.68,8.52,58.52,0,14.76,,
A1489,11392486689848208,12/4/20,20026307,L,12,A1489,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A1490,11356032877578643,12/4/20,20026308,L,1,A1490,16.79,15.24,2.52,9.17,3.55,4.75,1,1.55,,
A1491,11148556202440262,12/4/20,20026309,L,24,A1491,72.18,68.07,10.82,34.38,22.87,9.99,1,4.11,,
A1492,11172007826373020,12/4/20,20026310,L,1,A1492,18.38,14.25,2.76,2.21,9.28,6.99,1,4.13,,
A1493,11217237850619462,12/4/20,20026311,L,1,A1493,8.53,7.54,0.68,3.23,3.63,4.75,1,0.99,,
A1494,11245836040827461,12/4/20,20026313,L,6,A1494,47.08,44.37,7.06,22.92,14.39,10.99,1,2.71,,
A1495,11178193762753003,12/4/20,20026314,L,12,A1495,65.01,65.84,9.75,47.26,8.83,7.5,1,-0.83,,
A1496,11111252069261857,12/4/20,20026317,L,4,A1496,121.36,98.92,18.2,73.4,7.32,9.99,1,22.44,,
A1497,11141548123246600,12/4/20,20026318,L,6,A1497,33.59,21.21,5.04,16.17,0,9.99,1,12.38,,
A1498,11142416950416217,12/4/20,20026312,L,6,A1498,39.64,39.25,5.95,28.53,4.77,5.75,1,0.39,,
A1499,11323927512523455,12/4/20,20026319,L,60,A1499,98.87,101.79,14.83,64.05,22.91,14.5,1,-2.92,,
A1500,11414242053807412,12/4/20,20026316,L,4,A1500,30.73,31.01,4.61,11.3,15.1,13.99,1,-0.28,,
A1501,11401193563492275,12/4/20,20026321,L,1,A1501,21.45,19.39,3.22,7.92,8.25,6.99,1,2.06,,
A1502,11247052050563422,12/4/20,20026322,L,1,A1502,11.02,10.04,1.65,4.84,3.55,4.75,1,0.98,,
A1503,11479825605712209,12/4/20,20026323,L,3,A1503,36.76,36.51,5.51,22.92,8.08,6.99,1,0.25,,
A1504,11461147030005858,12/4/20,20026324,L,1,A1504,14.82,14,2.22,8.15,3.63,4.75,1,0.82,,
A1505,11478783725201836,12/4/20,20026325,L,12,A1505,29.88,20.8,2.4,10.82,7.58,9.5,1,9.08,,
A1506,11350265808979461,12/4/20,20026329,L,24,A1506,75.69,75.29,11.35,52.5,11.44,9.5,1,0.4,,
A1507,11200138908128229,12/4/20,20026330,L,1,A1507,34.89,32.57,5.23,19.26,8.08,6.99,1,2.32,,
A1508,11356762228685055,12/4/20,9041-11-,G,4,A1508,496.12,441.1,67.68,349.64,23.78,13.99,1,55.02,,
A1509,11245123322317007,12/4/20,20026332,L,1,A1509,12.77,9.24,1.92,4.08,3.24,4.75,1,3.53,,
A1510,11102413137419400,12/4/20,20026327,J,1,A1510,54.87,57.75,8.23,38.83,10.69,8.55,1,-2.88,,
A1511,11173662534061022,12/4/20,20026331,C,1,A1511,28.57,28.62,4.29,13.56,10.77,11.51,1,-0.05,,
A1512,11401965624955422,12/4/20,20026333,L,15,A1512,34.15,30.97,5.12,21.24,4.61,5.75,1,3.18,,
A1513,11204678783609019,12/4/20,20026334,L,1,A1513,14.93,16.88,2.24,6.62,8.02,5.75,1,-1.95,,
A1514,11397144570728243,12/4/20,9042-11-,G,1,A1514,256.4,273.81,20.51,234.5,18.8,6.52,1,-17.41,,
A1515,11478123028007468,12/4/20,20026335,L,1,A1515,17.7,17.34,2.66,7.64,7.04,5.75,1,0.36,,
A1516,11385867320622626,12/4/20,20026336,L,1,A1516,28.86,30.71,4.33,18.13,8.25,6.99,1,-1.85,,
A1517,11266243795415430,12/4/20,20026339,L,4,A1517,23.23,23.85,3.48,12.12,8.25,5.75,1,-0.62,,
A1518,11376399765328250,12/4/20,20026340,L,1,A1518,8.5,8.23,1.28,2.65,4.3,4.75,1,0.27,,
A1519,11373542964587466,12/4/20,20026338,C,1,A1519,27.25,27.28,4.09,12.42,10.77,11.3,1,-0.03,,
A1520,11274663505812236,12/4/20,20026343,L,6,A1520,26.51,26.44,3.98,13.57,8.89,6.99,1,0.07,,
A1521,11238344047885038,12/4/20,20026344,L,2,A1521,33.34,20.87,5,12.24,3.63,4.75,1,12.47,,
A1522,11480863629605833,12/4/20,20026345,L,1,A1522,21.84,20.67,3.28,12.74,4.65,5.75,1,1.17,,
A1523,11174962608429047,12/4/20,20026347,K,1,A1523,765.05,751.93,61.2,660.75,29.98,11.5,1,13.12,,
A1524,11452897683297019,12/4/20,20026346,L,12,A1524,52.62,56.78,7.89,33.93,14.96,9.99,1,-4.16,,
A1525,11391231665597011,12/4/20,20026348,J,2,A1525,957.76,897.44,76.62,820.82,0,9.65,1,60.32,,
A1526,11424759921760215,12/4/20,20026349,L,10,A1526,33.7,31.86,5.06,18.07,8.73,7.99,1,1.84,,
A1527,11323223150861048,12/4/20,20026350,L,1,A1527,28.86,30.71,4.33,18.13,8.25,6.99,1,-1.85,,
A1528,11477908382537833,12/4/20,20026351,L,6,A1528,51.22,52.11,7.68,32.47,11.96,9.5,1,-0.89,,
A1529,11107038093501811,12/4/20,20026352,L,1,A1529,9.63,10.97,0.77,1.95,8.25,6.99,1,-1.34,,
A1530,11187884689691451,12/4/20,20026353,L,36,A1530,103.74,77.19,15.54,46.74,14.91,9.5,1,26.55,,
A1531,11384934302475458,12/4/20,20026357,L,2,A1531,28.74,27.75,2.3,17.54,7.91,5.75,1,0.99,,
A1532,11342473288388251,12/4/20,20026354,D,1,A1532,168.97,166.41,20.52,137.37,8.52,58.52,0,2.56,,
A1533,11493388367592255,12/4/20,9108-11-,G,1,A1533,154.86,175.28,12.39,136.08,26.81,9.5,1,-20.42,,
A1534,11420729148289827,12/4/20,20026356,I,4,A1534,43.36,28.68,6.52,17.96,4.2,4,0,14.68,,
A1535,11335473909129854,12/4/20,20026398,K,2,A1535,562.08,567.34,44.96,510.48,11.9,7.75,1,-5.26,,
A1536,11152012824937061,12/4/20,20026358,L,12,A1536,62.84,62.25,9.43,37.33,15.49,11.99,1,0.59,,
A1537,11293468944213012,12/4/20,20026359,L,24,A1537,75.69,71.64,11.35,52.5,7.79,9.5,1,4.05,,
A1538,11433459200427405,12/4/20,20026362,L,1,A1538,16.21,19.54,2.43,7.65,9.46,5.75,1,-3.33,,
A1539,11168580018529058,12/4/20,9206-11-,G,1,A1539,154.86,175.97,12.39,136.08,27.5,9.5,1,-21.11,,
A1540,11177370532835468,12/4/20,20026365,J,1,A1540,223.72,229.04,13.42,204.4,11.22,10.01,1,-5.32,,
A1541,11418711219604252,12/4/20,20026363,L,24,A1541,59.76,35.27,4.8,21.64,8.83,9.99,1,24.49,,
A1542,11228248415437035,12/4/20,20026369,L,1,A1542,34.95,33.09,5.24,19.26,8.59,6.99,1,1.86,,
A1543,11349800164810637,12/4/20,20026370,L,1,A1543,16.22,17.66,2.43,7.65,7.58,5.75,1,-1.44,,
A1544,11452687470498617,12/4/20,20026371,L,1,A1544,34.95,33.54,5.24,19.26,9.04,6.99,1,1.41,,
A1545,11443559689993838,12/4/20,20026366,A,1,A1545,126.07,125.42,17.09,96.88,11.45,8.5,1,0.65,,
A1546,11163012307085041,12/4/20,20026367,J,1,A1546,54.87,57.75,8.23,38.83,10.69,8.55,1,-2.88,,
A1547,11315265994479442,12/4/20,20026368,J,1,A1547,46.71,44.9,7.01,31.77,6.12,9.05,1,1.81,,
A1548,11379034438240226,12/4/20,20028785,J,1,A1548,2730.52,2731.92,225.44,2506.48,0,18.89,1,-1.4,,
A1549,11307892886477013,12/4/20,20026372,L,1,A1549,34.95,33.09,5.24,19.26,8.59,6.99,1,1.86,,
A1550,11224370302068261,12/4/20,20026373,L,1,A1550,17.35,10.3,2.6,4.07,3.63,4.75,1,7.05,,
A1551,11398397866663416,12/4/20,20026375,L,12,A1551,15.35,16.33,2.3,5.78,8.25,6.99,1,-0.98,,
A1552,11409896839396252,12/4/20,20026376,L,12,A1552,40.89,42.96,6.13,28,8.83,7.5,1,-2.07,,
A1553,11304740496474631,12/4/20,20026377,L,1,A1553,14.21,14.35,2.13,7.61,4.61,4.75,1,-0.14,,
A1554,11105415385598617,12/4/20,9337-11-,G,1,A1554,154.86,171.05,12.39,136.08,22.58,9.5,1,-16.19,,
A1555,11248417105465814,12/4/20,20026379,L,9,A1555,39.35,38.97,5.9,22.95,10.12,7.99,1,0.38,,
A1556,11399031359516263,12/4/20,20026378,L,18,A1556,16.28,15.03,2.44,5.47,7.12,7.5,1,1.25,,
A1557,11284111899230660,12/4/20,20026384,L,1,A1557,15.2,13.73,2.28,7.9,3.55,4.75,1,1.47,,
A1558,11320757936601020,12/4/20,20026385,L,15,A1558,51.1,51.92,7.67,33.92,10.33,9.5,1,-0.82,,
A1559,11134336453395425,12/4/20,20026381,J,1,A1559,225.36,230.7,13.52,204.4,12.78,10.01,1,-5.34,,
A1560,11347519834876204,12/4/20,20026387,L,6,A1560,38.54,39.81,5.78,23.38,10.65,8.75,1,-1.27,,
A1561,11180508562705812,12/4/20,20026394,L,6,A1561,26.43,25.78,3.96,13.57,8.25,6.99,1,0.65,,
A1562,11411306468217812,12/4/20,20026388,L,12,A1562,42.97,43.28,6.45,28,8.83,7.5,1,-0.31,,
A1563,11257134663122608,12/4/20,20026389,L,4,A1563,31.98,41.27,4.8,12.44,24.03,13.99,1,-9.29,,
A1564,11390750145320228,12/4/20,20026391,L,10,A1564,22.4,22.58,3.36,9.9,9.32,7.5,1,-0.18,,
A1565,11230796692579422,12/4/20,9338-11-,G,1,A1565,165.82,173.68,13.27,146.81,13.6,6.66,1,-7.86,,
A1566,11133787423969860,12/4/20,20026390,L,1,A1566,49.74,49.33,7.46,38.28,3.59,4.75,1,0.41,,
A1567,11120913187850647,12/4/20,20026395,L,1,A1567,32.76,31.35,4.91,21.73,4.71,4.75,1,1.41,,
A1568,11186120577141817,12/4/20,20026393,L,2,A1568,20.23,19.44,3.03,11.7,4.71,5.75,1,0.79,,
A1569,11300649297127471,12/4/20,20026392,C,1,A1569,72.11,73.31,10.82,53.55,8.94,9.19,1,-1.2,,
A1570,11150473784209810,12/4/20,20026407,L,4,A1570,30.73,31.01,4.61,11.3,15.1,13.99,1,-0.28,,
A1571,11207914181156255,12/4/20,20026404,L,1,A1571,23.69,20.75,3.55,7.92,9.28,6.99,1,2.94,,
A1572,11439775514012233,12/4/20,20026402,C,1,A1572,27.25,30.74,4.09,12.42,14.23,11.3,1,-3.49,,
A1573,11321773051283447,12/4/20,20026405,L,1,A1573,24.76,22.58,3.71,15.28,3.59,4.75,1,2.18,,
A1574,11352436533067413,12/4/20,20026406,L,1,A1574,8.53,7.54,0.68,3.23,3.63,4.75,1,0.99,,
A1575,11477821566545822,12/4/20,20026408,L,9,A1575,40.47,40.14,6.07,23.55,10.52,9.99,1,0.33,,
A1576,11120795342765048,12/4/20,20026403,C,1,A1576,72.11,73.31,10.82,53.55,8.94,9.19,1,-1.2,,
A1577,11486479075430634,12/4/20,9424-11-,G,1,A1577,154.86,168.27,12.39,136.08,19.8,9.5,1,-13.41,,
A1578,11188296862115441,12/4/20,20026409,L,2,A1578,16.89,22.96,2.03,10.14,10.79,4.75,1,-6.07,,
A1579,11452389177424262,12/4/20,20026410,L,1,A1579,29.46,28.93,4.42,20.88,3.63,4.75,1,0.53,,
A1580,11342160636631434,12/4/20,20026400,J,1,A1580,54.87,57.75,8.23,38.83,10.69,8.55,1,-2.88,,
A1581,11183821642075455,12/4/20,20026412,L,1,A1581,34.95,32.08,5.24,19.26,7.58,6.99,1,2.87,,
A1582,11176497316600236,12/4/20,20026413,L,2,A1582,93.2,90.68,13.98,68.2,8.5,6.99,1,2.52,,
A1583,11390276560878640,12/4/20,20026414,L,12,A1583,25.53,26.12,3.83,14.21,8.08,6.99,1,-0.59,,
A1584,11330878933151416,12/4/20,20026415,L,1,A1584,12.75,16.05,1.91,5.1,9.04,4.75,1,-3.3,,
A1585,11449474606534625,12/4/20,20026411,L,6,A1585,56.2,43.12,8.43,18.16,16.53,9.99,1,13.08,,
A1586,11163288124285005,12/4/20,20026416,L,1,A1586,14.58,14.74,2.19,7.9,4.65,4.75,1,-0.16,,
A1587,11289554631101053,12/4/20,20026417,L,2,A1587,25.54,16.4,3.84,8.16,4.4,4.75,1,9.14,,
A1588,11233902697383457,12/4/20,20026418,C,1,A1588,72.11,72.18,10.82,53.55,7.81,9.19,1,-0.07,,
A1589,11119005015483445,12/4/20,9568-11-,G,1,A1589,154.86,166.09,12.39,136.08,17.62,9.5,1,-11.23,,
A1590,11464482595717024,12/4/20,20026419,L,6,A1590,38.65,39.56,5.8,23.43,10.33,9.5,1,-0.91,,
A1591,11335172297382659,12/4/20,9567-11-,G,1,A1591,342.98,355.91,27.44,313.42,15.05,8.99,1,-12.93,,
A1592,11212462751746641,12/4/20,20026423,D,2,A1592,36.02,27.86,5.4,13.94,8.52,58.52,0,8.16,,
A1593,11345817148588258,12/4/20,20026422,L,4,A1593,66.68,39.19,10,24.48,4.71,5.75,1,27.49,,
A1594,11388438685494634,12/4/20,20026421,L,6,A1594,34.26,38.66,5.14,16.29,17.23,9.99,1,-4.4,,
A1595,11122716166418663,12/4/20,20026426,L,3,A1595,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,,
A1596,11456381961771446,12/4/20,20026420,L,2,A1596,48.29,49.08,7.24,25.7,16.14,7.5,1,-0.79,,
A1597,11437478600961833,12/4/20,9679-11-,G,1,A1597,154.86,163.89,12.39,136.08,15.42,9.5,1,-9.03,,
A1598,11324295585966618,12/4/20,20026427,L,3,A1598,29.69,31.77,4.45,15.3,12.02,7.99,1,-2.08,,
A1599,11392926255333006,12/4/20,20026428,L,12,A1599,33.91,35.99,5.09,22.31,8.59,6.99,1,-2.08,,
A1600,11274705660545025,12/4/20,20026429,L,3,A1600,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,,
A1601,11300886662969857,12/4/20,9676-11-,G,1,A1601,154.86,169.47,12.39,136.08,21,9.5,1,-14.61,,
A1602,11321429403478667,12/4/20,20026430,L,6,A1602,26.51,27.17,3.98,15.3,7.89,7.5,1,-0.66,,
A1603,11385701479795451,12/4/20,20026431,L,3,A1603,54.61,53.59,8.19,32.56,12.84,9.99,1,1.02,,
A1604,11135655264583416,12/4/20,20026436,L,6,A1604,54.12,53.94,8.12,32.98,12.84,9.99,1,0.18,,
A1605,11267557975017009,12/4/20,20026437,L,6,A1605,33.72,34.92,5.06,20.71,9.15,7.5,1,-1.2,,
A1606,11255987848677061,12/4/20,20026435,J,1,A1606,564.66,557.1,52.17,504.93,0,8.89,1,7.56,,
A1607,11268657461121026,12/4/20,20026441,L,6,A1607,33.72,35.23,5.06,20.71,9.46,7.5,1,-1.51,,
A1608,11222757754405828,12/4/20,20026440,L,1,A1608,34.95,32.58,5.24,19.26,8.08,6.99,1,2.37,,
A1609,11315165181081846,12/4/20,20026442,L,2,A1609,18.39,20.99,2.76,9.98,8.25,5.75,1,-2.6,,
A1610,11307554667109055,12/4/20,20027966,J,1,A1610,49.89,52.73,7.48,33.82,11.43,9.92,1,-2.84,,
A1611,11367007684791419,12/4/20,20026444,L,3,A1611,23.44,26.82,3.52,13.41,9.89,6.99,1,-3.38,,
A1612,11150308802801853,12/4/20,20026443,L,6,A1612,43.98,48.69,6.6,24.45,17.64,9.99,1,-4.71,,
A1613,11447814243737018,12/4/20,9770-11-,G,1,A1613,239.99,256.72,26.69,214.95,15.08,8.99,1,-16.73,,
A1614,11228372691465817,12/4/20,20026445,L,3,A1614,60.84,57.99,9.12,35.7,13.17,7.5,1,2.85,,
A1615,11463009136564265,12/4/20,20026447,L,12,A1615,46.48,52.29,6.97,27.26,18.06,10.99,1,-5.81,,
A1616,11203219178685868,12/4/20,20026446,F,4,A1616,41.08,21.66,6.16,6.75,8.75,8.75,0,19.42,,
A1617,11250298407868238,12/4/20,20026448,D,2,A1617,191.16,182.66,28.68,145.46,8.52,58.52,0,8.5,,
A1618,11141949570642602,12/4/20,20026452,H,1,A1618,28.15,27.21,4.22,13.49,9.5,9.5,0,0.94,,
A1619,11484767904660204,12/4/20,20026453,L,12,A1619,67.29,69.71,10.09,44.16,15.46,13.99,1,-2.42,,
A1620,11209599744021006,12/4/20,20026454,L,1,A1620,20.59,19,3.09,12.28,3.63,4.75,1,1.59,,
A1621,11136680469940253,12/4/20,20026455,L,6,A1621,47.29,51.36,7.09,28.19,16.08,9.99,1,-4.07,,
A1622,11156993365176255,12/4/20,20026456,L,12,A1622,39.92,40.71,5.99,24.39,10.33,9.5,1,-0.79,,
A1623,11453055519635431,12/4/20,20026450,D,1,A1623,344.88,348.67,51.73,288.42,8.52,58.52,0,-3.79,,
A1624,11349240985143431,12/4/20,20026458,H,2,A1624,33.04,25.95,4.96,14,6.99,6.99,0,7.09,,
A1625,11474818083512210,12/4/20,20026459,L,6,A1625,50.3,45.96,7.54,34.02,4.4,5.75,1,4.34,,
A1626,11170549511370601,12/4/20,20026460,L,18,A1626,69.68,68.69,10.45,40.71,17.53,8.75,1,0.99,,
A1627,11439500612410613,12/4/20,20026461,L,6,A1627,33.59,21.21,5.04,16.17,0,9.99,1,12.38,,
A1628,11392767203533021,12/4/20,20026462,L,2,A1628,18.02,12.04,2.7,6.1,3.24,5.75,1,5.98,,
A1629,11389052819888250,12/4/20,20026465,L,12,A1629,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,,
A1630,11260230795151431,12/4/20,20026463,I,10,A1630,245.5,198.42,19.6,169.9,8.92,11.43,0,47.08,,
A1631,11141386886414615,12/4/20,20026467,L,6,A1631,23.63,26,3.54,13.57,8.89,6.99,1,-2.37,,
A1632,11312078042126608,12/4/20,20026466,L,2,A1632,18.02,13.45,2.7,6.1,4.65,5.75,1,4.57,,
A1633,11485021532071402,12/4/20,20026468,L,6,A1633,33.19,31.89,4.98,19.35,7.56,8.75,1,1.3,,
A1634,11146330892574665,12/4/20,20026464,I,1,A1634,94.55,90.29,7.56,71.99,10.74,12.82,0,4.26,,
A1635,11420849077125858,12/4/20,20026469,H,4,A1635,22.08,21.02,3.31,11.96,5.75,5.75,0,1.06,,
A1636,11253583294060219,12/4/20,20026470,C,1,A1636,73.47,72.19,11.02,53.55,7.62,9.19,1,1.28,,
A1637,11320904222901049,12/4/20,20026471,L,12,A1637,41.38,41.27,6.21,24.41,10.65,8.75,1,0.11,,
A1638,11374468832409840,12/4/20,20026476,L,12,A1638,43.06,44.87,6.46,19.38,19.03,9.5,1,-1.81,,
A1639,11267942412028215,12/4/20,9974-11-,G,1,A1639,207.11,213.52,16.57,183.63,13.32,8.99,1,-6.41,,
A1640,11397980376715421,12/4/20,20026477,L,3,A1640,38.82,40.82,5.82,20.73,14.27,7.99,1,-2,,
A1641,11227709877027427,12/4/20,20026479,L,12,A1641,48.19,47.55,7.23,30.53,9.79,9.5,1,0.64,,
A1642,11319900922736236,12/4/20,9975-11-,G,1,A1642,167.45,171.94,13.4,146.81,11.73,7.88,1,-4.49,,
A1643,11140505929656259,12/4/20,20026475,D,1,A1643,29.77,30.07,3.57,17.98,8.52,58.52,0,-0.3,,
A1644,11356721240994612,12/4/20,20026478,L,12,A1644,29.88,22.26,2.4,10.82,9.04,9.5,1,7.62,,
A1645,11128017652692261,12/4/20,20026486,J,1,A1645,74.57,76.95,11.34,54.87,10.74,10.01,1,-2.38,,
A1646,11328608960841807,12/4/20,20026480,L,12,A1646,40.89,42.63,6.13,28,8.5,7.5,1,-1.74,,
A1647,11253354684240254,12/4/20,20026485,I,1,A1647,9.34,7.35,1.4,2.79,3.16,11.07,0,1.99,,
