Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Invoice Shipping Cost,Estimated Shipping Cost,Flag,Profit,,
A4578,11294805335890640,12/12/20,20029752,L,1,A4578,27.36,24.51,4.1,11.82,8.59,6.99,1,2.85,,
A4579,11416382128776247,12/12/20,20029749,I,1,A4579,10.98,9.3,1.65,4.49,3.16,3.01,0,1.68,,
A4580,11334554674668264,12/12/20,20029751,L,1,A4580,26.28,22.48,3.94,15.3,3.24,6.99,1,3.8,,
A4581,11323283471035441,12/12/20,20029750,A,1,A4581,225.29,239.27,18.02,193.73,27.52,8.5,1,-13.98,,
A4582,11145567896690606,12/12/20,20029753,L,12,A4582,47.96,48.59,7.19,31.37,10.03,9.5,1,-0.63,,
A4583,11405792769609019,12/12/20,20029758,L,1,A4583,10.12,9.09,1.52,3.98,3.59,4.75,1,1.03,,
A4584,11444511966489040,12/12/20,20029754,C,1,A4584,19.36,18.97,2.9,5.3,10.77,11.3,1,0.39,,
A4585,11289420692209055,12/12/20,20029755,L,12,A4585,22.22,24.12,3.33,11.9,8.89,6.99,1,-1.9,,
A4586,11481736292502650,12/12/20,20029756,L,6,A4586,55.49,59.76,8.32,30.66,20.78,13.99,1,-4.27,,
A4587,11457371901113063,12/12/20,20029757,L,1,A4587,8.89,8.31,0.71,3.16,4.44,4.75,1,0.58,,
A4588,11481608850406624,12/12/20,20029759,L,1,A4588,17.53,10.29,2.63,4.38,3.28,4.75,1,7.24,,
A4589,11149737264123456,12/12/20,20029760,L,1,A4589,19.81,21.92,2.97,10.7,8.25,4.75,1,-2.11,,
A4590,11436467323145012,12/12/20,20029761,L,15,A4590,21.76,23.59,3.26,11.29,9.04,6.99,1,-1.83,,
A4591,11108468168312213,12/12/20,20029768,L,12,A4591,52.7,51.16,7.91,34.9,8.35,9.5,1,1.54,,
A4592,11163394356172255,12/12/20,20029763,L,3,A4592,33.32,33.68,5,24.24,4.44,5.75,1,-0.36,,
A4593,11152399150709858,12/12/20,20029762,L,6,A4593,30.12,28.21,4.52,11.67,12.02,9.99,1,1.91,,
A4594,11479911680311443,12/12/20,20029764,L,8,A4594,50.92,49.52,7.64,34.56,7.32,7.5,1,1.4,,
A4595,11249240648874635,12/12/20,20029765,L,12,A4595,13.5,14.53,1.08,5.2,8.25,6.99,1,-1.03,,
A4596,11281278071148235,12/12/20,20029766,L,12,A4596,13.5,15.17,1.08,5.2,8.89,6.99,1,-1.67,,
A4597,11309229499436250,12/12/20,20029771,L,1,A4597,29.46,28.93,4.42,20.88,3.63,4.75,1,0.53,,
A4598,11480240191002643,12/12/20,20029772,L,2,A4598,28.56,29.65,4.28,16.54,8.83,7.5,1,-1.09,,
A4599,11270934926231408,12/12/20,20029774,L,12,A4599,28.99,29.78,4.35,15.91,9.52,7.99,1,-0.79,,
A4600,11375105457261810,12/12/20,20029775,L,2,A4600,20.32,14.26,3.04,6.92,4.3,6.99,1,6.06,,
A4601,11362189274636210,12/12/20,20029776,L,1,A4601,13.81,14.17,2.07,3.27,8.83,7.5,1,-0.36,,
A4602,11405238615693821,12/12/20,20029777,L,1,A4602,9.74,8.78,0.78,3.56,4.44,5.75,1,0.96,,
A4603,11107448358483441,12/12/20,20029779,L,12,A4603,13.5,14.53,1.08,5.2,8.25,6.99,1,-1.03,,
A4604,11398657721813863,12/12/20,20029781,A,1,A4604,225.29,233.84,18.02,193.73,22.09,8.5,1,-8.55,,
A4605,11409890952037011,12/12/20,20029778,L,12,A4605,13.5,14.87,1.08,5.2,8.59,6.99,1,-1.37,,
A4606,11162857564201831,12/12/20,20029780,L,12,A4606,13.5,14.36,1.08,5.2,8.08,6.99,1,-0.86,,
A4607,11120820708207457,12/12/20,20029784,L,12,A4607,39.7,40.68,5.96,24.39,10.33,9.5,1,-0.98,,
A4608,11359574063040226,12/12/20,20029782,L,12,A4608,24.85,26.05,3.73,13.43,8.89,6.99,1,-1.2,,
A4609,11261203849177844,12/12/20,20029785,L,1,A4609,15.11,13.8,2.27,7.9,3.63,4.75,1,1.31,,
A4610,11239615191681049,12/12/20,20029786,L,12,A4610,13.5,14.53,1.08,5.2,8.25,6.99,1,-1.03,,
A4611,11125168152165807,12/12/20,20029787,L,1,A4611,33.32,23.72,5,9.68,9.04,6.99,1,9.6,,
A4612,11383396326760259,12/12/20,20029788,I,1,A4612,10.98,9.3,1.65,4.49,3.16,3.01,0,1.68,,
A4613,11462213740989855,12/12/20,20029790,L,12,A4613,28.99,28.99,4.35,15.91,8.73,7.99,1,0,,
A4614,11309466473073847,12/12/20,20029791,L,12,A4614,30.09,31.96,4.51,17.56,9.89,7.99,1,-1.87,,
A4615,11231646050740211,12/12/20,20029789,A,1,A4615,40.93,53.94,3.27,27.03,23.64,13.5,1,-13.01,,
A4616,11181658555338617,12/12/20,20029793,C,1,A4616,72.11,73.31,10.82,53.55,8.94,9.19,1,-1.2,,
A4617,11201186920081037,12/12/20,20029794,L,6,A4617,27.58,28.36,4.14,11.67,12.55,9.99,1,-0.78,,
A4618,11272476096996255,12/12/20,20029792,L,12,A4618,51.69,48.7,7.75,27.96,12.99,9.99,1,2.99,,
A4619,11161362816133841,12/12/20,20029796,L,6,A4619,19.17,20.65,2.88,9.69,8.08,6.99,1,-1.48,,
A4620,11309501688064263,12/12/20,20029799,L,3,A4620,56.97,58.11,8.55,41.31,8.25,6.99,1,-1.14,,
A4621,11215149945496257,12/12/20,20029801,L,12,A4621,24.85,26.05,3.73,13.43,8.89,6.99,1,-1.2,,
A4622,11355510241744217,12/12/20,20029800,L,6,A4622,30.12,28.21,4.52,11.67,12.02,9.99,1,1.91,,
A4623,11374507852229829,12/12/20,20029802,L,2,A4623,27.56,29.4,4.13,16.38,8.89,6.99,1,-1.84,,
A4624,11365075038369038,12/12/20,20029804,L,2,A4624,32.26,35.13,4.84,20.4,9.89,4.75,1,-2.87,,
A4625,11457006237074649,12/12/20,20029803,L,1,A4625,35.99,35.03,5.4,26,3.63,4.75,1,0.96,,
A4626,11181746027557812,12/12/20,20029805,L,24,A4626,63.92,55.21,9.58,29.76,15.87,13.99,1,8.71,,
A4627,11104250403550625,12/12/20,20029806,I,3,A4627,638.85,578.76,95.82,479.97,2.97,20.14,0,60.09,,
A4628,11218870445033815,12/12/20,20029807,L,6,A4628,14.25,10.99,1.14,5.41,4.44,7.99,1,3.26,,
A4629,11327731727594620,12/12/20,20029808,L,12,A4629,41.05,41.41,6.16,25.93,9.32,9.5,1,-0.36,,
A4630,11242087560968236,12/12/20,20029809,L,1,A4630,34.57,33.34,5.19,19.26,8.89,6.99,1,1.23,,
A4631,11357320381941042,12/12/20,20029810,L,4,A4631,25.46,28.33,3.82,15.92,8.59,5.75,1,-2.87,,
A4632,11329660892844234,12/12/20,20029812,L,6,A4632,36.72,38.67,5.51,21.96,11.2,9.5,1,-1.95,,
A4633,11482893064716230,12/12/20,20029811,L,12,A4633,27.05,27.88,4.06,15.57,8.25,6.99,1,-0.83,,
A4634,11126061592436216,12/12/20,20029813,C,1,A4634,33.79,38.9,5.07,14.01,19.82,15.39,1,-5.11,,
A4635,11429750236066669,12/12/20,20029815,L,3,A4635,22.6,21.5,3.39,14.52,3.59,4.75,1,1.1,,
A4636,11140418967497043,12/12/20,20029817,L,12,A4636,13.5,14.36,1.08,5.2,8.08,6.99,1,-0.86,,
A4637,11224151185156254,12/12/20,20029818,C,1,A4637,25.84,25.16,3.88,10.51,10.77,11.98,1,0.68,,
A4638,11381581867835462,12/12/20,20029820,L,12,A4638,41.05,43.53,6.16,25.93,11.44,9.5,1,-2.48,,
A4639,11152604269933058,12/12/20,20029822,L,2,A4639,18.59,17.68,2.79,11.26,3.63,4.75,1,0.91,,
A4640,11185445723555455,12/12/20,20029825,L,12,A4640,24.85,24.74,3.73,13.43,7.58,6.99,1,0.11,,
A4641,11405710249346663,12/12/20,20029824,L,6,A4641,28.29,28.44,4.24,15.95,8.25,6.99,1,-0.15,,
A4642,11296947315823414,12/12/20,20029829,L,12,A4642,12.96,14.49,1.04,5.2,8.25,6.99,1,-1.53,,
A4643,11308165677685067,12/12/20,20029827,L,1,A4643,20.23,19.24,3.03,12.85,3.36,4.75,1,0.99,,
A4644,11123359560977003,12/12/20,20029828,L,6,A4644,33.72,34.81,5.06,20.71,9.04,7.5,1,-1.09,,
A4645,11435055774644248,12/12/20,20029831,L,1,A4645,11.2,10.25,1.68,4.99,3.58,4.75,1,0.95,,
A4646,11342152558137041,12/12/20,20029830,L,1,A4646,9.71,13.34,0.78,2.44,10.12,5.75,1,-3.63,,
A4647,11193763565224237,12/12/20,20029832,L,3,A4647,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,,
A4648,11231644346515417,12/12/20,20029833,L,1,A4648,10.01,9.5,1.5,3.56,4.44,5.75,1,0.51,,
A4649,11317323006194645,12/12/20,20029835,L,1,A4649,30.17,31.37,4.53,19.26,7.58,6.99,1,-1.2,,
A4650,11193162614172200,12/12/20,20029834,L,1,A4650,30.17,32.04,4.53,19.26,8.25,6.99,1,-1.87,,
A4651,11406860237642663,12/12/20,20029839,L,48,A4651,45.99,57.06,6.9,30.38,19.78,8.75,1,-11.07,,
A4652,11113225789120260,12/12/20,20029840,L,12,A4652,12.96,15.13,1.04,5.2,8.89,6.99,1,-2.17,,
A4653,11336012925166625,12/12/20,20029841,L,4,A4653,40.74,42.11,4.89,27.76,9.46,5.75,1,-1.37,,
A4654,11237830350431429,12/12/20,20029842,L,6,A4654,26.51,28.11,3.98,15.3,8.83,7.5,1,-1.6,,
A4655,11239161221209063,12/12/20,20029838,A,1,A4655,225.29,250.46,18.02,193.73,38.71,8.5,1,-25.17,,
A4656,11274673491607419,12/12/20,20029843,L,1,A4656,30.17,32.38,4.53,19.26,8.59,6.99,1,-2.21,,
A4657,11122671226306655,12/12/20,20031243,L,9,A4657,48.89,49.51,7.33,29.63,12.55,9.99,1,-0.62,,
A4658,11423995185364249,12/12/20,20029845,L,2,A4658,21.26,14.69,1.7,9.36,3.63,4.75,1,6.57,,
A4659,11467436247093046,12/12/20,20029847,L,12,A4659,46.95,55.5,7.04,27.84,20.62,9.99,1,-8.55,,
A4660,11328956417779455,12/12/20,20029848,L,1,A4660,30.17,32.83,4.53,19.26,9.04,6.99,1,-2.66,,
A4661,11456495193616239,12/12/20,20029849,L,1,A4661,19.57,20.06,2.94,9.04,8.08,6.99,1,-0.49,,
A4662,11497505408251400,12/12/20,20029852,M,1,A4662,13.26,12.58,1.99,4.84,5.75,8.31,0,0.68,,
A4663,11438653245533014,12/12/20,20029853,M,1,A4663,11.45,11.44,1.72,4.97,4.75,4.75,0,0.01,,
A4664,11442326509268233,12/12/20,20029851,L,6,A4664,55.98,58.3,8.4,39.78,10.12,8.75,1,-2.32,,
A4665,11279919135349800,12/12/20,20029850,L,1,A4665,17.3,20.13,2.6,8.07,9.46,6.99,1,-2.83,,
A4666,11296335229994605,12/12/20,20029854,L,1,A4666,34.77,33.37,5.22,19.26,8.89,6.99,1,1.4,,
A4667,11394596531085042,12/12/20,20029855,L,3,A4667,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,,
A4668,11402235665958644,12/12/20,20029856,L,12,A4668,58.4,62.79,8.76,35.97,18.06,11.99,1,-4.39,,
A4669,11415530870985853,12/12/20,20029857,L,24,A4669,86.32,66.53,12.96,38.08,15.49,10.99,1,19.79,,
A4670,11471522168487464,12/12/20,20029858,L,12,A4670,64.01,69.04,9.6,41.41,18.03,13.99,1,-5.03,,
A4671,11249096062005811,12/12/20,20029859,C,1,A4671,15.05,14.65,2.26,3.5,8.89,9.6,1,0.4,,
A4672,11266995178531428,12/12/20,20029860,L,1,A4672,16.79,19.38,2.52,6.97,9.89,7.5,1,-2.59,,
A4673,11169873453418615,12/12/20,20031085,M,1,A4673,19.71,21.26,2.96,11.31,6.99,8.82,0,-1.55,,
A4674,11425323191995409,12/12/20,20029861,L,12,A4674,15.19,15.73,2.28,5.2,8.25,6.99,1,-0.54,,
A4675,11151213160251428,12/12/20,20031084,M,1,A4675,19.71,21.26,2.96,11.31,6.99,8.82,0,-1.55,,
A4676,11110375016594648,12/12/20,20029862,L,12,A4676,27.05,28.52,4.06,15.57,8.89,6.99,1,-1.47,,
A4677,11472789881196253,12/12/20,20029942,L,2,A4677,16.85,15.75,2.02,10.14,3.59,4.75,1,1.1,,
A4678,11279717271375421,12/12/20,20029864,L,1,A4678,9.17,8.73,0.73,3.56,4.44,5.75,1,0.44,,
A4679,11229641429773842,12/12/20,20029863,L,1,A4679,24.38,23.68,3.66,16.47,3.55,4.75,1,0.7,,
A4680,11292607066161047,12/12/20,20029865,L,1,A4680,12.22,14.38,0.98,3.51,9.89,7.5,1,-2.16,,
A4681,11407560692127456,12/12/20,20029866,L,1,A4681,13.52,12.66,2.03,5.98,4.65,5.75,1,0.86,,
A4682,11114822269414620,12/12/20,20029867,L,12,A4682,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,,
A4683,11477356013853814,12/12/20,20029868,L,3,A4683,17.58,19.87,2.64,7.71,9.52,7.5,1,-2.29,,
A4684,11445846479272254,12/12/20,20029869,L,2,A4684,27.82,29.42,4.17,17,8.25,6.99,1,-1.6,,
A4685,11151838997591412,12/12/20,20029872,L,1,A4685,13.06,11.94,1.96,6.62,3.36,4.75,1,1.12,,
A4686,11208428524964220,12/12/20,20029871,L,1,A4686,9.96,8.8,0.8,3.56,4.44,5.75,1,1.16,,
A4687,11227696192069008,12/12/20,20029875,L,12,A4687,45.78,53.87,6.87,23.52,23.48,9.99,1,-8.09,,
A4688,11463846195264264,12/12/20,20029873,L,1,A4688,19.11,14.72,2.87,2.57,9.28,6.99,1,4.39,,
A4689,11359359232486619,12/12/20,20029874,L,15,A4689,34.29,30.82,5.14,21.24,4.44,5.75,1,3.47,,
A4690,11390525692923405,12/12/20,20029876,L,6,A4690,44.1,43.06,6.62,28.55,7.89,7.5,1,1.04,,
A4691,11186837884891407,12/12/20,20029877,L,2,A4691,32.26,32.36,4.84,20.4,7.12,4.75,1,-0.1,,
A4692,11386270498507438,12/12/20,20029878,L,8,A4692,65.74,68.02,9.86,51.12,7.04,4.75,1,-2.28,,
A4693,11162610623713851,12/12/20,20029879,L,3,A4693,56.97,57.94,8.55,41.31,8.08,6.99,1,-0.97,,
A4694,11397408330105023,12/12/20,20029880,L,12,A4694,62.94,55.8,9.44,37.33,9.03,11.99,1,7.14,,
A4695,11375404513188265,12/12/20,20029881,L,4,A4695,79,79.49,11.85,49.17,18.47,14.99,1,-0.49,,
A4696,11266316023456244,12/12/20,20029882,L,12,A4696,24.71,25.5,3.71,14.21,7.58,6.99,1,-0.79,,
A4697,11158460190632258,12/12/20,20029885,L,9,A4697,40.48,38.6,6.07,23.55,8.98,9.99,1,1.88,,
A4698,11142755551888257,12/12/20,20029884,I,1,A4698,30.22,28.82,4.53,14.49,9.8,11.75,0,1.4,,
A4699,11298714783044217,12/12/20,20029886,L,6,A4699,34.68,36.4,5.2,21.92,9.28,7.5,1,-1.72,,
A4700,11394831512303444,12/12/20,20029887,L,12,A4700,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A4701,11318238892249849,12/12/20,20029888,L,1,A4701,19.19,18.07,2.88,11.95,3.24,4.75,1,1.12,,
A4702,11264934389868209,12/12/20,20029889,L,10,A4702,117.9,113.85,17.68,86.6,9.57,9.5,1,4.05,,
A4703,11350967649029033,12/12/20,20029890,L,12,A4703,23.25,22.43,3.49,11.9,7.04,6.99,1,0.82,,
A4704,11410667726519408,12/12/20,20029893,L,6,A4704,38.13,40.17,5.72,24.42,10.03,8.75,1,-2.04,,
A4705,11216970254072214,12/12/20,20029892,L,3,A4705,36.3,36.45,5.45,22.92,8.08,6.99,1,-0.15,,
A4706,11118839108649053,12/12/20,20029891,L,12,A4706,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A4707,11252093638749823,12/12/20,20029895,L,4,A4707,55.92,59.81,8.39,31.25,20.17,13.99,1,-3.89,,
A4708,11140899186343411,12/12/20,20029894,L,24,A4708,49.42,44.09,7.42,28.42,8.25,7.99,1,5.33,,
A4709,11471667091566617,12/12/20,20029897,L,12,A4709,24.71,26.17,3.71,14.21,8.25,6.99,1,-1.46,,
A4710,11315341710241824,12/12/20,20029898,L,6,A4710,34.92,34.59,5.24,24.91,4.44,4.75,1,0.33,,
A4711,11457870578517822,12/12/20,20029899,L,12,A4711,44.41,45.3,6.66,21.96,16.68,13.99,1,-0.89,,
A4712,11147108000310627,12/12/20,20029900,L,12,A4712,30.96,29.58,4.64,17.82,7.12,6.99,1,1.38,,
A4713,11428012234505043,12/12/20,20029902,L,1,A4713,21.72,21.79,3.26,11.41,7.12,7.5,1,-0.07,,
A4714,11452224152940206,12/12/20,20029901,L,9,A4714,48.89,50.78,7.33,29.63,13.82,9.99,1,-1.89,,
A4715,11275008456367425,12/12/20,20029903,L,24,A4715,49.42,44.57,7.42,28.42,8.73,7.99,1,4.85,,
A4716,11258009196641012,12/12/20,20029904,L,6,A4716,49.66,49.21,7.45,29.21,12.55,10.99,1,0.45,,
A4717,11289504053344240,12/12/20,20029905,L,1,A4717,13.29,11.65,1.99,6.42,3.24,4.75,1,1.64,,
A4718,11391331852309856,12/12/20,20029906,L,12,A4718,55.65,58.4,8.35,32.57,17.48,9.99,1,-2.75,,
A4719,11148496876513837,12/12/20,20029907,L,2,A4719,16.99,14.53,2.55,4.66,7.32,6.99,1,2.46,,
A4720,11403270918557810,12/12/20,20029908,L,1,A4720,15.36,17.64,2.3,6.3,9.04,6.99,1,-2.28,,
A4721,11198207907201818,12/12/20,20029909,L,1,A4721,8.89,8.31,0.71,3.16,4.44,4.75,1,0.58,,
A4722,11478337319139407,12/12/20,20029910,L,1,A4722,16.79,18.31,2.52,6.97,8.82,7.5,1,-1.52,,
A4723,11115205348160267,12/12/20,20029911,L,1,A4723,34.9,33.39,5.24,19.26,8.89,6.99,1,1.51,,
A4724,11291664288781059,12/12/20,20029912,L,6,A4724,40.02,41.92,6,25.13,10.79,9.5,1,-1.9,,
A4725,11177582366913014,12/12/20,20029914,L,1,A4725,18.39,16.53,2.76,10.19,3.58,4.75,1,1.86,,
A4726,11294225372160214,12/12/20,20029915,L,12,A4726,41.05,39.88,6.16,25.93,7.79,9.5,1,1.17,,
A4727,11335687279793829,12/12/20,20029918,L,12,A4727,25.46,26.62,3.82,14.21,8.59,6.99,1,-1.16,,
A4728,11250152446476232,12/12/20,20029916,L,12,A4728,42.09,39.81,6.31,22.37,11.13,9.99,1,2.28,,
A4729,11266812816756254,12/12/20,20029920,I,1,A4729,20.54,18.91,2.46,13.01,3.44,3.28,0,1.63,,
A4730,11102710596440268,12/12/20,20029921,D,1,A4730,37.24,37.99,5.59,23.88,8.52,58.52,0,-0.75,,
A4731,11491013396429026,12/12/20,20029919,H,2,A4731,31.76,24.33,4.76,12.58,6.99,6.99,0,7.43,,
A4732,11496111852882621,12/12/20,20029922,L,8,A4732,51.27,52.29,7.69,35.77,8.83,6.99,1,-1.02,,
A4733,11368095645785044,12/12/20,20029924,L,12,A4733,15.29,15.74,2.29,5.2,8.25,6.99,1,-0.45,,
A4734,11202775296828265,12/12/20,20029913,L,12,A4734,41.87,40.61,6.28,26.54,7.79,9.5,1,1.26,,
A4735,11462372953290668,12/12/20,20029923,L,12,A4735,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A4736,11330291456998616,12/12/20,20029925,L,20,A4736,68.46,69.54,10.27,40.68,18.59,13.99,1,-1.08,,
A4737,11453225155258620,12/12/20,20029926,L,1,A4737,22.63,16.45,3.39,9.7,3.36,6.99,1,6.18,,
A4738,11319475646581019,12/12/20,20029927,L,12,A4738,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A4739,11317991806444268,12/12/20,20029928,I,1,A4739,37.94,36.7,5.69,20.49,10.52,12.82,0,1.24,,
A4740,11240991147175417,12/12/20,20029929,L,1,A4740,34.9,32.08,5.24,19.26,7.58,6.99,1,2.82,,
A4741,11303794112080216,12/12/20,20029930,L,12,A4741,46.48,48.7,6.97,27.26,14.47,10.99,1,-2.22,,
A4742,11142145291695415,12/12/20,20029931,L,12,A4742,24.71,26,3.71,14.21,8.08,6.99,1,-1.29,,
A4743,11108960331453058,12/12/20,20029936,L,12,A4743,58.33,59.4,8.75,40.05,10.6,9.99,1,-1.07,,
A4744,11129132090908226,12/12/20,20029932,L,1,A4744,34.9,33.39,5.24,19.26,8.89,6.99,1,1.51,,
A4745,11435319605957042,12/12/20,20029934,L,12,A4745,25.62,18.05,3.84,14.21,0,3.995,1,7.57,,
A4746,11435319605957042,12/12/20,20029934,L,12,A4746,25.46,18.03,3.82,14.21,0,3.995,1,7.43,,
A4747,11144619362561828,12/12/20,20029933,C,1,A4747,83.68,85.13,12.55,64.3,8.28,8.26,1,-1.45,,
A4748,11341861910888207,12/12/20,20029935,L,12,A4748,65.53,58.11,7.86,34.61,15.64,14.99,1,7.42,,
A4749,11233963542587464,12/12/20,20029939,L,12,A4749,33.39,33.1,5.01,18.97,9.12,9.5,1,0.29,,
A4750,11254402011263442,12/12/20,20029937,I,1,A4750,27.9,26.47,4.19,11.99,10.29,13.46,0,1.43,,
A4751,11119093555810629,12/12/20,20029940,L,6,A4751,31.88,31.93,4.78,17.65,9.5,9.5,0,-0.05,,
A4752,11322835814819468,12/12/20,20029941,L,6,A4752,54.37,56.23,8.16,32.98,15.09,9.99,1,-1.86,,
A4753,11152888652278657,12/12/20,20029938,I,3,A4753,32.79,22.12,4.92,13.47,3.73,3.56,0,10.67,,
A4754,11484626799101041,12/12/20,20029943,L,6,A4754,38.68,37.4,5.8,23.71,7.89,7.5,1,1.28,,
A4755,11143797118237836,12/12/20,20029944,L,1,A4755,8.89,8.71,0.71,3.56,4.44,5.75,1,0.18,,
A4756,11485965474449850,12/12/20,20029945,L,1,A4756,8.89,8.71,0.71,3.56,4.44,5.75,1,0.18,,
A4757,11496703512954659,12/12/20,20029946,L,4,A4757,24.33,24.55,3.65,13.32,7.58,6.99,1,-0.22,,
A4758,11313709611617040,12/12/20,20029954,L,4,A4758,30.92,25,4.64,15.92,4.44,5.75,1,5.92,,
A4759,11484005822361038,12/12/20,20029955,L,6,A4759,43.98,48.96,6.6,24.45,17.91,9.99,1,-4.98,,
A4760,11485621264213864,12/12/20,20029956,L,1,A4760,34.9,31.54,5.24,19.26,7.04,6.99,1,3.36,,
A4761,11351066014817069,12/12/20,20029957,L,1,A4761,28.18,16.94,4.23,9.35,3.36,4.75,1,11.24,,
A4762,11270410399449854,12/12/20,20029947,I,2,A4762,205.68,195.88,16.46,154.98,24.44,23.86,0,9.8,,
A4763,11319281554388260,12/12/20,20029958,L,1,A4763,34.9,31.54,5.24,19.26,7.04,6.99,1,3.36,,
A4764,11262913492370606,12/12/20,20029948,D,1,A4764,36.66,37.4,4.4,24.48,8.52,58.52,0,-0.74,,
A4765,11245841977014642,12/12/20,20029961,L,4,A4765,26.32,25.9,3.95,13.12,8.83,6.99,1,0.42,,
A4766,11114621290629002,12/12/20,20029960,L,12,A4766,21.89,22.27,3.28,10.91,8.08,6.99,1,-0.38,,
A4767,11473722951353024,12/12/20,20029962,L,6,A4767,30.12,30.3,4.52,11.67,14.11,9.99,1,-0.18,,
A4768,11482857084899434,12/12/20,20030052,L,1,A4768,9.8,8.35,0.78,3.98,3.59,4.75,1,1.45,,
A4769,11452991611957000,12/12/20,20030011,L,1,A4769,16.69,16.04,2.5,8.77,4.77,5.75,1,0.65,,
A4770,11258850461029804,12/12/20,20030012,L,12,A4770,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,,
A4771,11155093681295409,12/12/20,20030013,L,1,A4771,9.71,11.23,0.78,2.44,8.01,5.75,1,-1.52,,
A4772,11491500525799425,12/12/20,20030014,L,1,A4772,14.76,16.12,1.18,6.05,8.89,6.99,1,-1.36,,
A4773,11423698707373855,12/12/20,20029949,I,1,A4773,35.37,34.09,5.31,18.49,10.29,12.06,0,1.28,,
A4774,11154664233260246,12/12/20,20030016,L,2,A4774,28.68,23.19,4.3,14.12,4.77,5.75,1,5.49,,
A4775,11390012841990665,12/12/20,20030015,L,3,A4775,38.65,39.55,5.8,25.5,8.25,6.99,1,-0.9,,
A4776,11495267241706634,12/12/20,20030017,L,3,A4776,19.41,18.92,2.91,8.43,7.58,6.99,1,0.49,,
A4777,11361750898529055,12/12/20,20030018,L,24,A4777,75.69,68.5,11.35,52.5,4.65,9.5,1,7.19,,
A4778,11232995948297023,12/12/20,20030021,L,1,A4778,18.01,11.27,2.7,5.1,3.47,5.75,1,6.74,,
A4779,11460295701653824,12/12/20,20030020,L,6,A4779,21.58,23.09,3.24,9.52,10.33,8.75,1,-1.51,,
A4780,11396300506329829,12/12/20,20030019,L,3,A4780,29.76,28.02,4.46,19.26,4.3,4.75,1,1.74,,
A4781,11401421085394648,12/12/20,20029950,D,1,A4781,113.88,114.77,13.67,92.58,8.52,58.52,0,-0.89,,
A4782,11118291892097806,12/12/20,20030022,L,12,A4782,24.85,24.74,3.73,13.43,7.58,6.99,1,0.11,,
A4783,11170031153446657,12/12/20,20030023,L,2,A4783,53.12,48.09,7.96,30.24,9.89,7.5,1,5.03,,
A4784,11294244791249061,12/12/20,20029995,L,1,A4784,34.9,33.39,5.24,19.26,8.89,6.99,1,1.51,,
A4785,11234864925535438,12/12/20,20029951,J,1,A4785,1649.99,1642.02,99,1543.02,0,11.91,1,7.97,,
A4786,11150740009046643,12/12/20,20029999,L,4,A4786,30.92,25,4.64,15.92,4.44,5.75,1,5.92,,
A4787,11199509262985841,12/12/20,20029996,L,24,A4787,51.24,45.38,7.68,28.42,9.28,7.99,1,5.86,,
A4788,11234677486899401,12/12/20,20029952,A,1,A4788,225.29,235.62,18.02,193.73,23.87,8.5,1,-10.33,,
A4789,11161063541572254,12/12/20,20029997,L,12,A4789,37.05,38.59,5.56,22.38,10.65,8.75,1,-1.54,,
A4790,11476486796801027,12/12/20,20030001,L,2,A4790,28.56,29.32,4.28,16.54,8.5,7.5,1,-0.76,,
A4791,11318182338869042,12/12/20,20030003,L,6,A4791,46.14,51.27,6.92,22.92,21.43,10.99,1,-5.13,,
A4792,11302062840991402,12/12/20,20030004,L,1,A4792,15.44,15.67,2.32,5.1,8.25,6.99,1,-0.23,,
A4793,11298583162657839,12/12/20,20030002,L,12,A4793,50.67,49.78,7.6,29.85,12.33,9.99,1,0.89,,
A4794,11396952815704245,12/12/20,20030005,L,6,A4794,33.59,34.68,5.04,19.31,10.33,9.5,1,-1.09,,
A4795,11404124630297825,12/12/20,20030007,L,1,A4795,13.29,11.67,1.99,6.42,3.26,4.75,1,1.62,,
A4796,11271119296049024,12/12/20,20030006,L,12,A4796,24.85,25.24,3.73,13.43,8.08,6.99,1,-0.39,,
A4797,11302070905519450,12/12/20,20030009,L,48,A4797,45.99,53.06,6.9,30.38,15.78,8.75,1,-7.07,,
A4798,11465475101519411,12/12/20,20030008,L,4,A4798,30.92,25.17,4.64,15.92,4.61,5.75,1,5.75,,
A4799,11269489963217012,12/12/20,20030010,L,6,A4799,33.3,36.19,5,21.73,9.46,6.99,1,-2.89,,
A4800,11415690327516207,12/12/20,20029964,L,24,A4800,75.69,67.47,11.35,52.5,3.62,9.5,1,8.22,,
A4801,11196673237625023,12/12/20,20029967,L,1,A4801,12.63,11.43,1.89,5.24,4.3,5.75,1,1.2,,
A4802,11274700759979423,12/12/20,20029965,L,1,A4802,51.33,53.23,7.7,36.94,8.59,6.99,1,-1.9,,
A4803,11381436680831401,12/12/20,20029966,L,12,A4803,41.86,43.1,6.28,27.54,9.28,7.5,1,-1.24,,
