Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,Flag,Profit,Weight,,
A3771,11414614579966627,12/13/20,20030277,L,1,A3771,15.11,13.8,2.27,7.9,3.63,4.75,1,1.31,0.27,,
A3772,11255930489221067,12/13/20,20030279,L,12,A3772,46.48,51.32,6.97,27.26,17.09,10.99,1,-4.84,14.04,,
A3773,11141009613542620,12/13/20,20030280,L,1,A3773,14.88,13.76,2.23,7.9,3.63,4.75,1,1.12,0.27,,
A3774,11369145972773824,12/13/20,20030281,L,10,A3774,18.01,19.12,2.7,7.59,8.83,7.99,1,-1.11,1.72,,
A3775,11333198882518600,12/13/20,20030283,L,1,A3775,14.88,13.76,2.23,7.9,3.63,4.75,1,1.12,0.27,,
A3776,11433089137112240,12/13/20,20030284,L,2,A3776,21.7,20.87,3.26,8.78,8.83,7.5,1,0.83,2.2,,
A3777,11299013487034632,12/13/20,20030286,L,3,A3777,26.59,27.63,3.99,14.6,9.04,6.99,1,-1.04,1.28,,
A3778,11400018471952253,12/13/20,20030278,L,12,A3778,46.48,51.46,6.97,27.26,17.23,10.99,1,-4.98,14.04,,
A3779,11293245997665058,12/13/20,20030288,L,12,A3779,52.65,54.81,7.9,36.79,10.12,7.99,1,-2.16,3.65,,
A3780,11427700325537801,12/13/20,20030291,L,1,A3780,22.41,23.44,3.36,11.04,9.04,6.99,1,-1.03,1.17,,
A3781,11451314975869826,12/13/20,20030292,L,6,A3781,43.98,43.89,6.6,24.45,12.84,9.99,1,0.09,13,,
A3782,11325754481930645,12/13/20,20030295,L,2,A3782,66.78,57.95,10.02,38.18,9.75,8.75,1,8.83,3.88,,
A3783,11447288885758667,12/13/20,20030296,L,3,A3783,28.23,26.81,4.23,18.18,4.4,6.99,1,1.42,0.33,,
A3784,11261231060612239,12/13/20,20030300,L,12,A3784,25.58,25.09,3.84,14.21,7.04,6.99,1,0.49,1.5,,
A3785,11388757654669859,12/13/20,20030301,L,1,A3785,33.39,31.22,5.01,19.09,7.12,7.5,1,2.17,1.94,,
A3786,11304340722246612,12/13/20,20030302,L,12,A3786,32.82,34.54,4.92,18.97,10.65,9.5,1,-1.72,5,,
A3787,11452250136134631,12/13/20,20030303,L,1,A3787,10.09,9.79,1.51,3.98,4.3,4.75,1,0.3,0.23,,
A3788,11180232672443455,12/13/20,20030304,L,1,A3788,17.12,19.63,2.57,9.15,7.91,5.75,1,-2.51,0.59,,
A3789,11482983947009856,12/13/20,20030306,L,2,A3789,16.85,15.4,2.02,10.14,3.24,4.75,1,1.45,0.2,,
A3790,11280377611214636,12/13/20,20030309,L,1,A3790,36.66,35.13,5.5,26,3.63,4.75,1,1.53,0.43,,
A3791,11186674421920253,12/13/20,20030310,L,2,A3791,28.48,24,4.28,15.28,4.44,5.75,1,4.48,0.56,,
A3792,11432559837555447,12/13/20,20030311,L,1,A3792,32.92,33.09,4.94,19.26,8.89,6.99,1,-0.17,1.5,,
A3793,11238284720085001,12/13/20,20030315,L,12,A3793,33.13,32.75,4.97,18.21,9.57,9.5,1,0.38,6.75,,
A3794,11466111760931448,12/13/20,20030321,L,2,A3794,18.43,17.18,2.76,9.98,4.44,5.75,1,1.25,0.66,,
A3795,11364998283663427,12/13/20,20030316,L,2,A3795,41.3,38.65,6.2,24.56,7.89,4.75,1,2.65,2.5,,
A3796,11231565220369055,12/13/20,20030318,L,12,A3796,48.15,50.13,7.22,33.12,9.79,5.75,1,-1.98,5.88,,
A3797,11433869227541053,12/13/20,20030322,L,6,A3797,37.69,37.19,5.65,24.42,7.12,7.99,1,0.5,2.04,,
A3798,11410613638527454,12/13/20,20030323,L,12,A3798,24.85,25.75,3.73,13.43,8.59,6.99,1,-0.9,1.49,,
A3799,11261822699381049,12/13/20,20030324,L,1,A3799,33.37,32.52,5.01,19.26,8.25,6.99,1,0.85,1.5,,
A3800,11142264837399443,12/13/20,20030326,L,2,A3800,32.26,34.07,4.84,20.4,8.83,4.75,1,-1.81,2.5,,
A3801,11193506456664228,12/13/20,20030327,L,1,A3801,14.86,14.78,2.23,7.9,4.65,4.75,1,0.08,0.27,,
A3802,11434776263164207,12/13/20,20030328,L,2,A3802,27.82,29.25,4.17,17,8.08,5.75,1,-1.43,0.86,,
A3803,11204239587594646,12/13/20,20030329,L,12,A3803,24.85,25.75,3.73,13.43,8.59,6.99,1,-0.9,1.49,,
A3804,11255461257873842,12/13/20,20030331,L,6,A3804,33.59,32.57,5.04,19.31,8.22,9.5,1,1.02,7,,
A3805,11307681602081048,12/13/20,20030330,L,1,A3805,15.06,15.61,2.26,5.1,8.25,6.99,1,-0.55,1.45,,
A3806,11476336203760213,12/13/20,20030335,L,12,A3806,24.85,24.74,3.73,13.43,7.58,6.99,1,0.11,1.49,,
A3807,11404061006602622,12/13/20,20030334,L,2,A3807,32.26,32.36,4.84,20.4,7.12,4.75,1,-0.1,2.5,,
A3808,11196958551705005,12/13/20,20030337,L,6,A3808,38.67,39.56,5.8,23.43,10.33,9.5,1,-0.89,7,,
A3809,11365578395105055,12/13/20,20030336,L,2,A3809,67.06,57.86,10.06,38.52,9.28,7.99,1,9.2,3,,
A3810,11161104711495421,12/13/20,20030338,L,1,A3810,14.72,13.74,2.21,7.9,3.63,4.75,1,0.98,0.27,,
A3811,11422917275333002,12/13/20,20030339,L,1,A3811,33.53,32.54,5.03,19.26,8.25,6.99,1,0.99,1.5,,
A3812,11424197330241826,12/13/20,20030342,L,6,A3812,26.99,32.74,4.05,12.55,16.14,9.99,1,-5.75,9,,
A3813,11348565927247459,12/13/20,20030343,L,1,A3813,8.09,7.06,0.65,2.86,3.55,4.75,1,1.03,0.12,,
A3814,11280492678005060,12/13/20,20030346,L,4,A3814,94.36,103.1,14.15,59.81,29.14,22,1,-8.74,43,,
A3815,11180801341305866,12/13/20,20030351,L,10,A3815,18.01,19.12,2.7,7.59,8.83,7.99,1,-1.11,1.72,,
A3816,11483564656602660,12/13/20,20030348,L,1,A3816,26.83,22.88,4.02,11.82,7.04,6.99,1,3.95,0.95,,
A3817,11111391955588210,12/13/20,20030349,L,1,A3817,33.54,33.18,5.03,19.26,8.89,6.99,1,0.36,1.5,,
A3818,11401227664517851,12/13/20,20030350,L,12,A3818,46.48,45.8,6.97,27.26,11.57,10.99,1,0.68,14.04,,
A3819,11147347677302664,12/13/20,20030352,L,12,A3819,52.84,51.18,7.93,34.9,8.35,9.5,1,1.66,6.7,,
A3820,11212902751725816,12/13/20,20030353,L,1,A3820,19.19,18.11,2.88,11.95,3.28,4.75,1,1.08,0.23,,
A3821,11387659180221851,12/13/20,20030354,L,2,A3821,18.43,19.86,2.76,9.98,7.12,5.75,1,-1.43,0.66,,
A3822,11418160301233065,12/13/20,20030355,L,1,A3822,18.9,20.58,2.84,10.7,7.04,5.75,1,-1.68,0.67,,
A3823,11298338663189819,12/13/20,20030356,L,8,A3823,202.99,195.7,30.45,145.12,20.13,13.99,1,7.29,19.6,,
A3824,11266579511400257,12/13/20,20030358,L,3,A3824,56.97,58.9,8.55,41.31,9.04,6.99,1,-1.93,1.23,,
A3825,11345433423752234,12/13/20,20030359,L,2,A3825,25.26,23.3,3.78,10.48,9.04,6.99,1,1.96,1.2,,
A3826,11290616481009050,12/13/20,20030360,L,12,A3826,13.48,13.86,1.08,5.2,7.58,6.99,1,-0.38,1.25,,
A3827,11466848632545866,12/13/20,20030363,L,12,A3827,13.48,14.53,1.08,5.2,8.25,6.99,1,-1.05,1.25,,
A3828,11200057828499424,12/13/20,20030362,L,12,A3828,68.78,68.92,10.32,47.53,11.07,9.99,1,-0.14,13.32,,
A3829,11188649489844265,12/13/20,20030361,L,6,A3829,38.67,39.56,5.8,23.43,10.33,9.5,1,-0.89,7,,
A3830,11431705077625027,12/13/20,20030364,L,12,A3830,34.76,35.77,5.21,22.31,8.25,6.99,1,-1.01,1.35,,
A3831,11370807386451412,12/13/20,20030365,L,6,A3831,33.59,33.76,5.04,16.17,12.55,9.99,1,-0.17,9.5,,
A3832,11480627196121804,12/13/20,20030366,L,1,A3832,33.54,32.37,5.03,19.26,8.08,6.99,1,1.17,1.5,,
A3833,11323580207037069,12/13/20,20030367,L,12,A3833,45.24,47.6,6.79,29.58,11.23,8.75,1,-2.36,4.16,,
A3834,11328489733379418,12/13/20,20030369,L,1,A3834,13.86,16.2,1.11,6.05,9.04,6.99,1,-2.34,1.14,,
A3835,11428173414697855,12/13/20,20030368,L,2,A3835,20.36,23.16,3.05,11.86,8.25,5.75,1,-2.8,0.86,,
A3836,11213622561037857,12/13/20,20030370,L,1,A3836,11.71,13.28,0.94,3.51,8.83,7.5,1,-1.57,2.08,,
A3837,11200233650271419,12/13/20,20030371,L,24,A3837,150,151.92,22.5,112.33,17.09,9.99,1,-1.92,12,,
A3838,11298636328762632,12/13/20,20030372,L,8,A3838,45.43,46.76,6.81,28.51,11.44,9.5,1,-1.33,5.5,,
A3839,11206960237476200,12/13/20,20030373,L,9,A3839,40.48,39.41,6.07,23.55,9.79,9.99,1,1.07,8.2,,
A3840,11101696378697014,12/13/20,20030375,L,12,A3840,27.46,27.59,4.12,15.91,7.56,7.99,1,-0.13,2.98,,
A3841,11252444670016262,12/13/20,20030378,L,1,A3841,33.54,33.18,5.03,19.26,8.89,6.99,1,0.36,1.5,,
A3842,11417379240502623,12/13/20,20030379,L,12,A3842,37.06,39.17,5.56,22.38,11.23,8.75,1,-2.11,4.4,,
A3843,11280949150675464,12/13/20,20030380,L,12,A3843,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A3844,11286133542583418,12/13/20,20030382,L,12,A3844,24.85,26.05,3.73,13.43,8.89,6.99,1,-1.2,1.49,,
A3845,11200869843410633,12/13/20,20030383,L,12,A3845,46.48,45.3,6.97,27.26,11.07,10.99,1,1.18,14.04,,
A3846,11193692846686621,12/13/20,20030384,L,12,A3846,54.1,57.3,8.12,36.34,12.84,9.99,1,-3.2,13.2,,
A3847,11372243599580261,12/13/20,20030381,L,2,A3847,15.02,11.79,2.25,5.1,4.44,5.75,1,3.23,0.76,,
A3848,11310288375026642,12/13/20,20030386,L,3,A3848,24.97,24.2,3.75,13.41,7.04,6.99,1,0.77,1.34,,
A3849,11314083588384254,12/13/20,20030389,L,6,A3849,38.73,39.41,5.81,23.44,10.16,8.75,1,-0.68,4.5,,
A3850,11105802597621851,12/13/20,20030391,L,9,A3850,70.44,64.27,10.56,45.63,8.08,5.75,1,6.17,0.9,,
A3851,11310959948877850,12/13/20,20030392,L,1,A3851,33.54,32.54,5.03,19.26,8.25,6.99,1,1,1.5,,
A3852,11324741305114604,12/13/20,20030393,L,1,A3852,33.54,32.54,5.03,19.26,8.25,6.99,1,1,1.5,,
A3853,11135225851073040,12/13/20,20030394,L,1,A3853,20.42,21.54,3.06,10.4,8.08,4.75,1,-1.12,0.31,,
A3854,11104647403569030,12/13/20,20030395,L,1,A3854,9.54,9.28,0.76,4.22,4.3,4.75,1,0.26,0.38,,
A3855,11128440443701844,12/13/20,20030396,L,1,A3855,10.14,9.17,0.81,4.78,3.58,4.75,1,0.97,0.3,,
A3856,11325967270380205,12/13/20,20030400,L,12,A3856,52.84,51.18,7.93,34.9,8.35,9.5,1,1.66,6.7,,
A3857,11278186716521834,12/13/20,20030397,L,12,A3857,44.41,52.12,6.66,21.96,23.5,13.99,1,-7.71,24,,
A3858,11170456505917862,12/13/20,20030398,L,12,A3858,58.4,63.14,8.76,35.97,18.41,11.99,1,-4.74,17,,
A3859,11322617508393034,12/13/20,20030401,L,1,A3859,24.69,23.92,3.7,9.7,10.52,9.5,1,0.77,6.97,,
A3860,11263159807345860,12/13/20,20030403,L,1,A3860,9.8,13.01,0.78,3.98,8.25,4.75,1,-3.21,0.23,,
A3861,11433484618041043,12/13/20,20030404,L,12,A3861,44.73,47.46,6.71,31.92,8.83,7.5,1,-2.73,2,,
A3862,11155296165126639,12/13/20,20030405,L,10,A3862,18.01,18.79,2.7,7.59,8.5,7.99,1,-0.78,1.72,,
A3863,11287800900435453,12/13/20,20030407,L,6,A3863,13.03,16.52,1.95,5.98,8.59,5.75,1,-3.49,0.49,,
A3864,11316301957536260,12/13/20,20030408,L,12,A3864,45.78,47.62,6.87,23.52,17.23,9.99,1,-1.84,14.04,,
A3865,11215272429533048,12/13/20,20030409,L,3,A3865,17.58,19.63,2.64,7.71,9.28,7.5,1,-2.05,3.06,,
A3866,11487638941237005,12/13/20,20030406,L,3,A3866,27.21,30.51,4.08,18.18,8.25,4.75,1,-3.3,0.33,,
A3867,11258410562596202,12/13/20,20030411,L,1,A3867,33.54,33.18,5.03,19.26,8.89,6.99,1,0.36,1.5,,
A3868,11165775173054663,12/13/20,20030416,L,2,A3868,47.54,40.37,7.14,29.6,3.63,5.75,1,7.17,0.52,,
A3869,11436804047014650,12/13/20,20030413,L,1,A3869,22.94,21.5,3.44,14.43,3.63,4.75,1,1.44,0.38,,
A3870,11426579223257817,12/13/20,20030412,L,4,A3870,55.92,56,8.39,31.25,16.36,13.99,1,-0.08,21,,
A3871,11425226766978619,12/13/20,20030414,L,1,A3871,9.54,9.28,0.76,4.22,4.3,4.75,1,0.26,0.38,,
A3872,11168118410101852,12/13/20,20030415,L,2,A3872,16.38,13.54,2.46,6.78,4.3,4.75,1,2.84,0.42,,
A3873,11425892397030641,12/13/20,20030418,L,12,A3873,53.01,57.9,7.95,36.13,13.82,9.99,1,-4.89,12.9,,
A3874,11355675462129018,12/13/20,20030419,L,12,A3874,36.09,34.04,5.41,17.19,11.44,8.75,1,2.05,4.1,,
A3875,11163356704696228,12/13/20,20030420,L,2,A3875,16.85,15.42,2.02,10.14,3.26,4.75,1,1.43,0.2,,
A3876,11246872489116244,12/13/20,20030421,L,1,A3876,59.44,59.47,8.92,43.51,7.04,4.75,1,-0.03,0.88,,
A3877,11379468842175406,12/13/20,20030423,L,24,A3877,59.26,58.39,8.88,17,32.51,20,1,0.87,41.88,,
A3878,11489873597325832,12/13/20,20030422,L,6,A3878,34.41,39.49,5.16,19.21,15.12,9.99,1,-5.08,10.6,,
A3879,11230682196574636,12/13/20,20030425,L,24,A3879,47.06,42.71,7.06,25.08,10.57,7.99,1,4.35,3.36,,
A3880,11221056443294621,12/13/20,20030426,L,12,A3880,42.46,35.5,5.1,21.9,8.5,7.5,1,6.96,2.26,,
A3881,11247750313689847,12/13/20,20030427,L,12,A3881,23.53,36.61,3.53,12.54,20.54,6.99,1,-13.08,1.68,,
A3882,11416533463653004,12/13/20,20030435,L,6,A3882,13.03,14.97,1.95,5.98,7.04,5.75,1,-1.94,0.49,,
A3883,11341364453905020,12/13/20,20030438,L,6,A3883,22.45,22.12,3.37,9.69,9.06,7.99,1,0.33,3.45,,
A3884,11472972423369862,12/13/20,20030430,L,3,A3884,38.65,41.19,5.8,25.5,9.89,6.99,1,-2.54,1.29,,
A3885,11264587591064221,12/13/20,20030429,L,1,A3885,9,6.84,0.72,2.54,3.58,4.75,1,2.16,0.21,,
A3886,11306632287472240,12/13/20,20030431,L,2,A3886,67.08,57.86,10.06,38.52,9.28,7.99,1,9.22,3,,
A3887,11268970066611463,12/13/20,20030433,L,1,A3887,13.99,15.54,1.12,6.17,8.25,6.99,1,-1.55,1.1,,
A3888,11400610672134634,12/13/20,20030432,L,1,A3888,51.33,52.66,7.7,36.94,8.02,6.99,1,-1.33,1.17,,
A3889,11482273156791453,12/13/20,20030428,L,1,A3889,9.8,12.34,0.78,3.98,7.58,4.75,1,-2.54,0.23,,
A3890,11119484587696210,12/13/20,20030437,L,12,A3890,53.99,54.5,8.1,36.65,9.75,9.5,1,-0.51,4.25,,
A3891,11347487479413828,12/13/20,20030439,L,2,A3891,27.98,24.04,2.24,12.34,9.46,7.5,1,3.94,2.2,,
A3892,11335179372865055,12/13/20,20030441,L,8,A3892,69.61,68.37,10.44,45.65,12.28,9.99,1,1.24,9.05,,
A3893,11359048382973004,12/13/20,20030442,L,12,A3893,37.06,37.69,5.56,22.38,9.75,8.75,1,-0.63,4.4,,
A3894,11107510223572229,12/13/20,20030445,L,3,A3894,29.26,26.57,4.39,13.14,9.04,5.75,1,2.69,1.05,,
A3895,11297135631524214,12/13/20,20030443,L,12,A3895,46.48,45.8,6.97,27.26,11.57,10.99,1,0.68,14.04,,
A3896,11388923601317838,12/13/20,20030446,L,12,A3896,24.85,25.41,3.73,13.43,8.25,6.99,1,-0.56,1.49,,
A3897,11405193142393045,12/13/20,20030447,L,1,A3897,33.54,31.33,5.03,19.26,7.04,6.99,1,2.21,1.5,,
A3898,11475584573685025,12/13/20,20030444,L,4,A3898,21.48,21.5,3.22,10.96,7.32,7.5,1,-0.02,3.8,,
A3899,11251313975521855,12/13/20,20030448,L,1,A3899,23.48,23.78,3.52,12.01,8.25,6.99,1,-0.3,1.1,,
A3900,11301893268574674,12/13/20,20030449,L,6,A3900,34.4,35.88,5.16,15.76,14.96,9.99,1,-1.48,8.03,,
A3901,11193151252853015,12/13/20,20030450,L,1,A3901,21.36,20.38,3.2,12.74,4.44,5.75,1,0.98,0.82,,
A3902,11371000282229823,12/13/20,20030451,L,1,A3902,19.56,19.55,2.93,9.04,7.58,6.99,1,0.01,1.1,,
A3903,11392333886883422,12/13/20,20030453,L,6,A3903,26.51,28.32,3.98,15.3,9.04,7.5,1,-1.81,1.92,,
A3904,11279835917145816,12/13/20,20030455,L,12,A3904,40.8,44.01,6.12,28,9.89,7.5,1,-3.21,2.67,,
A3905,11109022384060232,12/13/20,20030454,L,2,A3905,28.56,28.71,4.28,16.54,7.89,7.5,1,-0.15,2.24,,
A3906,11312536640432216,12/13/20,20030456,L,12,A3906,45.78,43.38,6.87,23.52,12.99,9.99,1,2.4,14.04,,
A3907,11485785063770653,12/13/20,20030458,L,6,A3907,39.65,40.49,5.95,25.08,9.46,7.5,1,-0.84,2.5,,
A3908,11475270659145866,12/13/20,20030459,L,1,A3908,13.99,15.54,1.12,6.17,8.25,6.99,1,-1.55,1.1,,
A3909,11399342445628254,12/13/20,20030457,L,1,A3909,15.44,16.01,2.32,5.1,8.59,6.99,1,-0.57,1.45,,
A3910,11244275631258658,12/13/20,20030460,L,8,A3910,29.3,30.86,3.52,18.19,9.15,7.5,1,-1.56,2,,
A3911,11450100109175407,12/13/20,20030466,L,12,A3911,23.53,23.19,3.53,12.54,7.12,6.99,1,0.34,1.68,,
A3912,11316380259778646,12/13/20,20030463,L,3,A3912,23.44,25.18,3.52,13.41,8.25,6.99,1,-1.74,1.28,,
A3913,11454652190985806,12/13/20,20030467,L,1,A3913,21.36,20.38,3.2,12.74,4.44,5.75,1,0.98,0.82,,
A3914,11144615774081805,12/13/20,20030468,L,6,A3914,31.49,33.11,4.72,12.75,15.64,14.5,1,-1.62,26.46,,
A3915,11120610076749804,12/13/20,20030470,L,6,A3915,27.97,26.22,4.2,11.86,10.16,7.99,1,1.75,3.33,,
A3916,11431153202721050,12/13/20,20030472,L,1,A3916,16.19,17.66,2.43,7.65,7.58,5.75,1,-1.47,0.71,,
A3917,11203604915857861,12/13/20,20030473,L,6,A3917,39.41,39.56,5.91,19.69,13.96,9.99,1,-0.15,14.64,,
A3918,11483194609613831,12/13/20,20030474,L,1,A3918,26.54,26.74,3.98,13.87,8.89,6.99,1,-0.2,1.1,,
A3919,11368169132455450,12/13/20,20030475,L,6,A3919,49.12,52.02,7.37,25.37,19.28,9.99,1,-2.9,12.56,,
A3920,11366344343479433,12/13/20,20030476,L,6,A3920,44.35,42.65,5.32,27.54,9.79,9.5,1,1.7,7.2,,
A3921,11378873217382601,12/13/20,20030479,L,12,A3921,13.74,14.38,1.1,5.2,8.08,6.99,1,-0.64,1.25,,
A3922,11322261309803465,12/13/20,20030485,L,4,A3922,51.66,35.75,6.2,20.4,9.15,6.99,1,15.91,2,,
A3923,11378790851265817,12/13/20,20030480,L,10,A3923,33.54,34.25,5.03,18.13,11.09,9.5,1,-0.71,5.5,,
A3924,11333377694669812,12/13/20,20030481,L,2,A3924,26.68,26.25,4,13.52,8.73,7.5,1,0.43,2.38,,
A3925,11270614283910631,12/13/20,20030482,L,48,A3925,113.04,105.82,16.96,43.04,45.82,28,1,7.22,55,,
A3926,11267198723304241,12/13/20,20030484,L,6,A3926,40.02,45.51,6,25.13,14.38,9.5,1,-5.49,6.64,,
A3927,11469575534926603,12/13/20,20030486,L,4,A3927,59.56,49.56,8.92,31.6,9.04,5.75,1,10,1.08,,
A3928,11373726961853841,12/13/20,20030487,L,12,A3928,74.48,78.25,11.18,44.82,22.25,14.99,1,-3.77,29,,
A3929,11239323025859413,12/13/20,20030488,L,1,A3929,16.76,16.08,2.51,9.17,4.4,4.75,1,0.68,0.29,,
A3930,11142699600394662,12/13/20,20030490,L,1,A3930,15.67,14.74,2.35,7.74,4.65,5.75,1,0.93,0.55,,
A3931,11231908498047459,12/13/20,20030491,L,1,A3931,14.87,16.37,2.23,5.1,9.04,6.99,1,-1.5,1.45,,
A3932,11288622290003437,12/13/20,20030492,L,6,A3932,34.4,33.33,5.16,15.76,12.41,9.99,1,1.07,8.03,,
A3933,11156636265331400,12/13/20,20030494,L,1,A3933,9.84,13.48,0.79,2.57,10.12,5.75,1,-3.64,1.14,,
A3934,11124247254845015,12/13/20,20030500,L,1,A3934,25.8,19.11,3.87,7.92,7.32,6.99,1,6.69,1.65,,
A3935,11217648069554665,12/13/20,20030499,L,12,A3935,46.48,45.3,6.97,27.26,11.07,10.99,1,1.18,14.04,,
A3936,11228734418860258,12/13/20,20030501,L,12,A3936,34.47,34.1,5.17,16.91,12.02,9.99,1,0.37,12.83,,
A3937,11399525990979444,12/13/20,20030502,L,12,A3937,65.5,68.52,9.83,46.44,12.25,9.99,1,-3.02,14.28,,
A3938,11155569012369068,12/13/20,20030503,L,12,A3938,34.64,35.76,5.2,22.31,8.25,6.99,1,-1.12,1.35,,
A3939,11264223774648231,12/13/20,20030504,L,12,A3939,15.12,15.55,2.27,5.2,8.08,6.99,1,-0.43,1.25,,
A3940,11310090844013842,12/13/20,20030505,L,8,A3940,112.48,64.72,16.88,47.84,0,6.66,1,47.76,10.2,,
A3941,11310090844013842,12/13/20,20030505,L,4,A3941,56.16,32.36,8.44,23.92,0,3.33,1,23.8,10.2,,
A3942,11324609855909820,12/13/20,20030508,L,6,A3942,34.67,34.85,5.2,22.07,7.58,7.5,1,-0.18,1.5,,
A3943,11346717248381054,12/13/20,20030509,L,12,A3943,29.29,29.28,4.39,15.57,9.32,9.5,1,0.01,5.5,,
A3944,11237963166219401,12/13/20,20030512,L,1,A3944,16.69,23.55,2.5,8.77,12.28,5.75,1,-6.86,0.55,,
A3945,11485486761885011,12/13/20,20030513,L,2,A3945,28.56,28.71,4.28,16.54,7.89,7.5,1,-0.15,2.24,,
A3946,11193167863845006,12/13/20,20030514,L,6,A3946,28.06,30.23,4.21,17.43,8.59,6.99,1,-2.17,1.7,,
A3947,11457802258440210,12/13/20,20030511,L,12,A3947,39.36,38.25,5.9,21.7,10.65,8.75,1,1.11,4.8,,
A3948,11105818901432268,12/13/20,20030506,L,1,A3948,15.62,13.63,2.34,3.8,7.49,5.75,1,1.99,0.56,,
A3949,11353777308705064,12/13/20,20030516,L,12,A3949,65.5,81.21,9.83,46.44,24.94,9.99,1,-15.71,14.28,,
A3950,11202281520848258,12/13/20,20030519,L,1,A3950,8.64,7.65,0.69,3.37,3.59,4.75,1,0.99,0.2,,
A3951,11193602770562638,12/13/20,20030521,L,1,A3951,20.09,22.38,3.01,7.93,11.44,8.75,1,-2.29,0.79,,
A3952,11240042162559439,12/13/20,20030520,L,1,A3952,27.15,28.23,4.07,15.12,9.04,6.99,1,-1.08,1.19,,
A3953,11366643158580202,12/13/20,20030523,L,1,A3953,21.36,20.38,3.2,12.74,4.44,5.75,1,0.98,0.82,,
A3954,11367106961440250,12/13/20,20030524,L,1,A3954,32.57,31.27,4.89,21.73,4.65,4.75,1,1.3,0.17,,
A3955,11243284348197836,12/13/20,20030525,L,3,A3955,30.97,22.8,4.65,14.52,3.63,4.75,1,8.17,0.18,,
A3956,11132889395969058,12/13/20,20030527,L,3,A3956,23.95,28.78,3.59,15.3,9.89,4.75,1,-4.83,1.77,,
A3957,11157482769485065,12/13/20,20030530,L,1,A3957,13.29,12,1.99,6.42,3.59,4.75,1,1.29,0.18,,
A3958,11115707572109836,12/13/20,20030528,L,12,A3958,34.47,36.35,5.17,16.91,14.27,9.99,1,-1.88,12.83,,
A3959,11488104314586645,12/13/20,20030529,L,6,A3959,57.38,49.06,8.61,21.1,19.35,15.5,1,8.32,31,,
A3960,11261122046677806,12/13/20,20030531,L,1,A3960,9.02,8.89,0.72,3.73,4.44,4.75,1,0.13,0.37,,
A3961,11141422637505008,12/13/20,20030533,L,6,A3961,20.48,22.04,3.07,9.69,9.28,7.99,1,-1.56,3.45,,
A3962,11252210780020246,12/13/20,20030532,L,6,A3962,35.82,30.97,5.37,16.08,9.52,7.99,1,4.85,3,,
A3963,11107507346657851,12/13/20,20030534,L,20,A3963,68.46,66.41,10.27,40.68,15.46,13.99,1,2.05,23,,
A3964,11190008307312200,12/13/20,20030536,L,4,A3964,21.48,23.46,3.22,10.96,9.28,7.5,1,-1.98,3.8,,
A3965,11109393609316225,12/13/20,20030537,L,6,A3965,38.69,39.56,5.8,23.43,10.33,9.5,1,-0.87,7,,
A3966,11404711863373035,12/13/20,20030535,L,2,A3966,33.52,31.1,5.02,18.34,7.74,5.75,1,2.42,0.58,,
A3967,11191966529532219,12/13/20,20030539,L,1,A3967,33.54,32.88,5.03,19.26,8.59,6.99,1,0.66,1.5,,
A3968,11457802880797861,12/13/20,20030540,L,6,A3968,51.41,63.2,7.71,32.98,22.51,9.99,1,-11.79,13,,
A3969,11170033114246660,12/13/20,20030543,L,6,A3969,24.35,27.42,3.65,13.2,10.57,7.99,1,-3.07,3,,
A3970,11414900265163466,12/13/20,20030548,L,3,A3970,23.06,26.06,3.46,14.52,8.08,4.75,1,-3,0.18,,
A3971,11276414145514620,12/13/20,20030544,L,2,A3971,28.56,30.28,4.28,16.54,9.46,7.5,1,-1.72,2.24,,
A3972,11482069515546648,12/13/20,20030550,L,1,A3972,19.98,21.08,3,11.04,7.04,6.99,1,-1.1,1.02,,
A3973,11469393905473030,12/13/20,20030546,L,1,A3973,16.43,11.41,2.46,5.36,3.59,4.75,1,5.02,0.16,,
A3974,11293428613629036,12/13/20,20030547,L,1,A3974,14.31,14.29,2.15,5.1,7.04,4.75,1,0.02,0.92,,
A3975,11458610374608241,12/13/20,20030549,L,6,A3975,21.58,22.33,3.24,9.52,9.57,8.75,1,-0.75,4.2,,
A3976,11275451914323403,12/13/20,20030551,L,6,A3976,38.69,39.56,5.8,23.43,10.33,9.5,1,-0.87,7,,
A3977,11235765862658601,12/13/20,20030554,L,3,A3977,48.57,36.15,7.29,19.11,9.75,7.99,1,12.42,3.75,,
A3978,11324151356669062,12/13/20,20030552,L,1,A3978,19.56,20.86,2.93,9.04,8.89,6.99,1,-1.3,1.1,,
A3979,11430957266998611,12/13/20,20030553,L,6,A3979,33.13,34.09,4.97,11.67,17.45,9.99,1,-0.96,10,,
A3980,11364476010312217,12/13/20,20030557,L,6,A3980,37.11,28.22,5.57,22.65,0,9.5,1,8.89,6,,
A3981,11132876358533802,12/13/20,20030562,L,1,A3981,9.54,9.28,0.76,4.22,4.3,4.75,1,0.26,0.38,,
A3982,11184462379024240,12/13/20,20030556,L,1,A3982,31.62,32.38,4.74,20.52,7.12,6.99,1,-0.76,1.67,,
A3983,11412837361399462,12/13/20,20030561,L,1,A3983,16.19,14.52,2.43,7.65,4.44,5.75,1,1.67,0.71,,
