Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,Flag,Profit,Weight,,
A212,11130781864743412,12/1/20,20025087,L,1,A212,18.22,18.14,2.73,11.01,4.4,4.75,1,0.08,0.41,,
A213,11134178424413863,12/1/20,20025090,L,18,A213,16.28,16.74,2.44,5.47,8.83,7.5,1,-0.46,2,,
A214,11196791687666641,12/1/20,20025071,L,4,A214,55.61,62.3,8.34,31.25,22.71,13.99,1,-6.69,21,,
A215,11130679105629042,12/1/20,20025073,L,12,A215,40.49,37.45,6.07,20.81,10.57,7.99,1,3.04,3.45,,
A216,11301486794143434,12/1/20,20025074,L,1,A216,30.75,29.78,4.61,18.13,7.04,6.99,1,0.97,1.03,,
A217,11381571171246612,12/1/20,20025075,L,3,A217,54.61,58.2,8.19,32.56,17.45,9.99,1,-3.59,14,,
A218,11101219546426621,12/1/20,20025078,L,4,A218,104.56,92.07,15.68,65.16,11.23,6.99,1,12.49,2.36,,
A219,11354742647853046,12/1/20,20025248,L,4,A219,46.24,44.26,6.94,27.2,10.12,7.5,1,1.98,2.6,,
A220,11276116677935415,12/1/20,20025103,L,1,A220,17.27,16.17,2.59,9.99,3.59,4.75,1,1.1,0.09,,
A221,11435524167403400,12/1/20,20025079,L,12,A221,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A222,11140810735258625,12/1/20,20025100,L,6,A222,26.16,33.35,3.92,13.57,15.86,7.5,1,-7.19,2,,
A223,11451358225709029,12/1/20,20025076,L,1,A223,36.91,39.2,5.54,21.25,12.41,4.75,1,-2.29,0.58,,
A224,11182734652970668,12/1/20,20025101,L,6,A224,29.07,23.54,4.36,11.86,7.32,7.99,1,5.53,3.33,,
A225,11208732312401855,12/1/20,20025102,L,12,A225,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,14.04,,
A226,11290792360958609,12/1/20,20025104,L,2,A226,15.84,17.26,2.38,6.8,8.08,6.99,1,-1.42,1.12,,
A227,11114590487567453,12/1/20,20025105,L,6,A227,21.53,23.57,3.23,9.69,10.65,7.99,1,-2.04,3.45,,
A228,11377693483424210,12/1/20,20025107,L,4,A228,30.73,34.5,4.61,11.3,18.59,13.99,1,-3.77,21,,
A229,11287887589941840,12/1/20,20025108,L,12,A229,28.47,27.82,4.27,15.3,8.25,6.99,1,0.65,1.14,,
A230,11116630544898665,12/1/20,20025111,L,10,A230,75.64,71.07,11.34,51,8.73,7.99,1,4.57,3.4,,
A231,11176720252659457,12/1/20,20025110,L,2,A231,21.59,20.13,3.24,13.26,3.63,4.75,1,1.46,0.4,,
A232,11283485417912225,12/1/20,20025114,L,2,A232,27.98,26.1,4.2,12.86,9.04,6.99,1,1.88,1.26,,
A233,11339144354502617,12/1/20,20025118,L,1,A233,21.61,19.88,3.24,11.93,4.71,5.75,1,1.73,0.84,,
A234,11311332724294610,12/1/20,20025119,L,1,A234,12.57,10.32,1.89,4.84,3.59,4.75,1,2.25,0.06,,
A235,11475426804473019,12/1/20,20025121,L,2,A235,30.58,27.11,4.58,12.64,9.89,7.5,1,3.47,2.58,,
A236,11345390519389039,12/1/20,20025120,L,12,A236,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,1.49,,
A237,11180062579654664,12/1/20,20025124,L,24,A237,59.18,53.31,8.88,34.68,9.75,8.75,1,5.87,4.36,,
A238,11176196420253028,12/1/20,20025123,L,1,A238,11.32,14.73,1.7,5.09,7.94,4.75,1,-3.41,0.59,,
A239,11489718265082621,12/1/20,20025125,L,12,A239,29.81,31.26,4.47,14.07,12.72,9.99,1,-1.45,9.35,,
A240,11482605803873843,12/1/20,20025127,L,6,A240,28.06,30.53,4.21,17.43,8.89,6.99,1,-2.47,1.7,,
A241,11124499476685003,12/1/20,20025126,L,6,A241,23.63,25.36,3.54,13.57,8.25,6.99,1,-1.73,1.4,,
A242,11304990233405805,12/1/20,20025137,L,6,A242,34.09,16.78,5.11,11.67,0,9.99,1,17.31,10,,
A243,11176283693776233,12/1/20,20025138,L,12,A243,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,1.49,,
A244,11412743804410608,12/1/20,20025140,L,12,A244,24.85,24.2,3.73,13.43,7.04,6.99,1,0.65,1.49,,
A245,11345480245648213,12/1/20,20025141,L,6,A245,48.82,49.54,7.32,31.43,10.79,9.5,1,-0.72,6,,
A246,11110529977788220,12/1/20,20025139,L,6,A246,47.52,47.74,5.7,30.6,11.44,5.75,1,-0.22,5.28,,
A247,11490890079796222,12/1/20,20025116,L,12,A247,41.78,49.13,6.27,27,15.86,7.99,1,-7.35,3.2,,
A248,11419877998756236,12/1/20,20025117,L,12,A248,41.78,44.58,6.27,27,11.31,7.99,1,-2.8,3.2,,
A249,11152405414225002,12/1/20,20025142,L,6,A249,14.25,10.99,1.14,5.41,4.44,7.99,1,3.26,0.58,,
A250,11174337013741045,12/1/20,20025143,L,6,A250,43.98,49.46,6.6,24.45,18.41,9.99,1,-5.48,13,,
A251,11486871575801057,12/1/20,20025146,L,1,A251,18.31,18.16,2.75,11.01,4.4,4.75,1,0.15,0.41,,
A252,11193398665861016,12/1/20,20025151,L,3,A252,37.11,24.96,5.58,9.81,9.57,9.5,1,12.15,6.12,,
A253,11417170500620243,12/1/20,20025149,L,9,A253,40.47,45.53,6.07,23.55,15.91,9.99,1,-5.06,8.2,,
A254,11145971618029003,12/1/20,20025150,L,4,A254,55.61,58.18,8.34,31.25,18.59,13.99,1,-2.57,21,,
A255,11247953177751460,12/1/20,20025152,L,6,A255,25.06,23.7,3.76,12.82,7.12,7.5,1,1.36,2.39,,
A256,11101893201567441,12/1/20,20025153,L,12,A256,50.15,57.54,7.52,32.57,17.45,9.99,1,-7.39,11.05,,
A257,11299873801256200,12/2/20,20025155,L,1,A257,18.03,20.44,2.7,8.7,9.04,6.99,1,-2.41,1.14,,
A258,11261564061199425,12/2/20,20025156,L,6,A258,35.73,39.36,5.36,21.55,12.45,9.5,1,-3.63,7.4,,
A259,11256335580575424,12/2/20,20025157,L,12,A259,34.21,37.33,5.13,22.31,9.89,6.99,1,-3.12,1.35,,
A260,11211325321109815,12/2/20,20025158,L,6,A260,29.7,30.15,4.46,12.55,13.14,9.99,1,-0.45,8,,
A261,11320359632369025,12/2/20,20025440,L,6,A261,61.01,49.8,9.15,27.17,13.48,10.99,1,11.21,8.3,,
A262,11305737875307427,12/2/20,20025160,L,3,A262,50.1,42.88,7.53,26.31,9.04,6.99,1,7.22,1.65,,
A263,11122579508012268,12/2/20,20025172,L,12,A263,71.47,75.83,10.72,44.13,20.98,9.99,1,-4.36,10,,
A264,11380449427012217,12/2/20,20025173,L,12,A264,58.17,69.24,8.73,30.72,29.79,14.99,1,-11.07,21.96,,
A265,11496723340488222,12/2/20,20025174,L,1,A265,11.86,13.78,1.78,3.75,8.25,5.75,1,-1.92,0.87,,
A266,11409241868029829,12/2/20,20025175,L,1,A266,34.55,32.69,5.18,19.26,8.25,6.99,1,1.86,1.5,,
A267,11174272447140234,12/2/20,20025439,L,32,A267,54.82,57.51,8.22,27.7,21.59,7.99,1,-2.69,3,,
A268,11483496274851401,12/2/20,20025178,L,12,A268,40.49,37.45,6.07,20.81,10.57,7.99,1,3.04,3.45,,
A269,11499537369663441,12/2/20,20025180,L,12,A269,25.42,26.1,3.81,14.21,8.08,6.99,1,-0.68,1.5,,
A270,11187408724451407,12/2/20,20025182,L,2,A270,24.95,23.84,3.74,15.8,4.3,5.75,1,1.11,0.52,,
A271,11428913551734642,12/2/20,20025183,L,12,A271,38.84,43.67,5.83,21.24,16.6,9.99,1,-4.83,10.32,,
A272,11197605165021055,12/2/20,20025184,L,1,A272,34.9,32.58,5.24,19.26,8.08,6.99,1,2.32,1.5,,
A273,11329806033389836,12/2/20,20025191,L,1,A273,20.97,18.65,3.15,11.95,3.55,4.75,1,2.32,0.23,,
A274,11373680537163450,12/2/20,20025190,L,6,A274,43.52,43.56,6.53,29.99,7.04,6.99,1,-0.04,1.73,,
A275,11245927824857835,12/2/20,20025192,L,12,A275,24.85,25.75,3.73,13.43,8.59,6.99,1,-0.9,1.49,,
A276,11135457975306656,12/2/20,20025194,L,1,A276,14.25,16.84,2.14,6.62,8.08,5.75,1,-2.59,0.83,,
A277,11111086291679430,12/2/20,20025195,L,1,A277,18.28,17.33,2.74,11.01,3.58,4.75,1,0.95,0.41,,
A278,11406214685033048,12/2/20,20025196,L,6,A278,47.07,40.47,5.65,30.42,4.4,5.75,1,6.6,0.6,,
A279,11474503106770652,12/2/20,20025197,L,12,A279,38.55,48.45,5.78,21.69,20.98,9.99,1,-9.9,10.5,,
A280,11462001100013030,12/2/20,20025199,L,3,A280,37.71,23.82,5.67,14.52,3.63,4.75,1,13.89,0.18,,
A281,11445233895801863,12/2/20,20025200,L,6,A281,26.16,28.28,3.92,13.57,10.79,7.5,1,-2.12,2,,
A282,11431539761625821,12/2/20,20025201,L,12,A282,25.42,27.06,3.81,14.21,9.04,6.99,1,-1.64,1.5,,
A283,11491273398212228,12/2/20,20025202,L,12,A283,60.08,62.57,9.01,42.77,10.79,9.5,1,-2.49,5.1,,
A284,11334502044365844,12/2/20,20025203,L,1,A284,16.67,12.21,2.5,6.12,3.59,4.75,1,4.46,0.12,,
A285,11480299766180212,12/2/20,20025213,L,12,A285,73.02,92.56,10.96,25.5,56.1,25.5,1,-19.54,52.92,,
A286,11446215328332262,12/2/20,20025216,L,1,A286,20.95,21.8,3.14,9.62,9.04,6.99,1,-0.85,1.1,,
A287,11193530545549044,12/2/20,20025214,L,6,A287,51.41,59.1,7.71,32.98,18.41,9.99,1,-7.69,13,,
A288,11292859981257858,12/2/20,20025217,L,6,A288,24.12,29.94,3.62,12.88,13.44,8.75,1,-5.82,4,,
A289,11196888270978608,12/2/20,20025218,L,3,A289,26.47,28.31,3.97,15.3,9.04,6.99,1,-1.84,1.41,,
A290,11251398287195453,12/2/20,20025219,L,12,A290,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A291,11312777354899424,12/2/20,20025220,L,48,A291,53.96,62.68,8.1,30.38,24.2,8.75,1,-8.72,4.4,,
A292,11404159083609028,12/2/20,20025228,L,12,A292,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A293,11288439387572206,12/2/20,20025229,L,1,A293,20.97,18.38,3.15,11.95,3.28,4.75,1,2.59,0.23,,
A294,11295085055343426,12/2/20,20025231,L,2,A294,29.49,31.73,4.42,18.16,9.15,7.5,1,-2.24,2.1,,
A295,11359099956066642,12/2/20,20025230,L,6,A295,33.79,35.62,5.07,21.73,8.82,6.99,1,-1.83,1.5,,
A296,11327444593620204,12/2/20,20025232,L,12,A296,48.9,48.48,7.34,25.28,15.86,8.75,1,0.42,4.2,,
A297,11374814414561864,12/2/20,20025233,L,2,A297,32.6,34.55,4.89,20.62,9.04,6.99,1,-1.95,1.12,,
A298,11434993566458663,12/2/20,20025234,L,12,A298,34.98,36.37,5.25,20.33,10.79,6.99,1,-1.39,1.92,,
A299,11385271717449857,12/2/20,20025236,L,12,A299,45.37,44.39,6.81,26.45,11.13,9.99,1,0.98,12.4,,
A300,11198767459413008,12/2/20,20025235,L,6,A300,46.1,47.12,5.53,30.36,11.23,7.99,1,-1.02,4.02,,
A301,11389151012810622,12/2/20,20025237,L,6,A301,34.09,33.19,5.11,11.67,16.41,9.99,1,0.9,10,,
A302,11347008460453004,12/2/20,20025256,L,6,A302,38.65,39.8,5.8,23.43,10.57,9.5,1,-1.15,7,,
A303,11124528373929814,12/2/20,20025238,L,12,A303,24.85,26.2,3.73,13.43,9.04,6.99,1,-1.35,1.49,,
A304,11406521771863462,12/2/20,20025240,L,8,A304,31.96,35.71,4.79,18.31,12.61,7.5,1,-3.75,2.5,,
A305,11371806141271442,12/2/20,20025700,L,2,A305,19.44,21.37,2.92,10.2,8.25,5.75,1,-1.93,0.94,,
A306,11343221144597860,12/2/20,20025257,L,6,A306,51.41,60.23,7.71,32.98,19.54,9.99,1,-8.82,13,,
A307,11293372139568261,12/2/20,20025258,L,6,A307,54.17,59.18,8.13,33.22,17.83,9.5,1,-5.01,7,,
A308,11338278536146622,12/2/20,20025438,L,1,A308,16.67,13.06,2.5,6.12,4.44,4.75,1,3.61,0.12,,
A309,11380917521937002,12/2/20,20025259,L,3,A309,20.16,36.71,3.02,9.45,24.24,7.99,1,-16.55,2.49,,
A310,11128919639404218,12/2/20,20025261,L,4,A310,34.07,33.28,5.11,15.84,12.33,9.99,1,0.79,13.25,,
A311,11493870980030635,12/2/20,20025263,L,12,A311,23.27,25.34,3.49,11.96,9.89,5.75,1,-2.07,0.98,,
A312,11251650888050655,12/2/20,20025264,L,12,A312,48.58,48.54,7.29,30.6,10.65,8.75,1,0.04,3.84,,
A313,11384384537669032,12/2/20,20025266,L,6,A313,20.38,24.09,3.06,11.99,9.04,5.75,1,-3.71,0.96,,
A314,11273526332881864,12/2/20,20025265,L,3,A314,54.61,59.16,8.19,32.56,18.41,9.99,1,-4.55,14,,
A315,11242210669386616,12/2/20,20025246,L,1,A315,34.54,33.03,5.18,19.26,8.59,6.99,1,1.51,1.5,,
A316,11392650544250645,12/2/20,20025247,L,2,A316,22.56,22.41,3.38,10.14,8.89,5.75,1,0.15,0.84,,
A317,11347451094019405,12/2/20,20025250,L,1,A317,13.29,12.04,1.99,6.42,3.63,4.75,1,1.25,0.18,,
A318,11200071973518662,12/2/20,20025249,L,3,A318,25.59,20.77,2.04,9.69,9.04,5.75,1,4.82,0.99,,
A319,11103766907942600,12/2/20,20025253,L,12,A319,43.7,42.24,6.56,23.66,12.02,9.99,1,1.46,12.97,,
A320,11331685925931424,12/2/20,20025254,L,12,A320,39.24,42.69,5.89,24.39,12.41,9.5,1,-3.45,6.92,,
A321,11310738834171404,12/2/20,20025437,L,1,A321,36.91,31.23,5.54,21.25,4.44,4.75,1,5.68,0.58,,
A322,11215048364280219,12/2/20,20025275,L,6,A322,67.2,65.44,10.08,45.9,9.46,6.99,1,1.76,0.96,,
A323,11464689968601845,12/2/20,20025281,L,3,A323,81.32,74.97,12.2,54.42,8.35,9.99,1,6.35,7.35,,
A324,11325125430663428,12/2/20,20025277,L,1,A324,34.54,32.52,5.18,19.26,8.08,6.99,1,2.02,1.5,,
A325,11234619762947415,12/2/20,20025278,L,5,A325,91.85,76.74,13.8,55.05,7.89,6.99,1,15.11,2.05,,
A326,11269486356462605,12/2/20,20025436,L,3,A326,26.55,22.46,3.98,13.77,4.71,5.75,1,4.09,0.45,,
A327,11149828004363416,12/2/20,20025435,L,3,A327,51.88,50.75,7.78,38.67,4.3,5.75,1,1.13,0.48,,
A328,11417714687381845,12/2/20,20025282,L,6,A328,43.98,31.05,6.6,24.45,0,7.25,1,12.93,26,,
A329,11304873860960241,12/2/20,20025434,L,1,A329,19.71,23.01,2.96,10.16,9.89,6.99,1,-3.3,1.39,,
A330,11390917563817847,12/2/20,20025285,L,6,A330,42.77,41.57,6.42,27.26,7.89,6.99,1,1.2,1.7,,
A331,11318416143418622,12/2/20,20025295,L,1,A331,16.24,15.16,2.44,9.17,3.55,4.75,1,1.08,0.3,,
A332,11469629321225054,12/2/20,20025296,L,3,A332,47.18,41.47,7.08,25.5,8.89,6.99,1,5.71,1.29,,
A333,11160918216400246,12/2/20,20025297,L,12,A333,24.85,24.74,3.73,13.43,7.58,6.99,1,0.11,1.49,,
A334,11385618737786654,12/2/20,20025298,L,2,A334,32.2,32.49,4.83,20.62,7.04,6.99,1,-0.29,1.12,,
A335,11157703096341067,12/2/20,20025299,L,6,A335,42.98,42.1,6.45,23.1,12.55,9.99,1,0.88,10,,
A336,11205109091571410,12/2/20,20025300,L,12,A336,58.05,61.85,8.71,35.91,17.23,9.99,1,-3.8,11,,
A337,11422024340033058,12/2/20,20025302,L,6,A337,21.53,20.48,3.23,9.69,7.56,7.99,1,1.05,3.45,,
A338,11468213913699400,12/2/20,20025291,L,1,A338,14.21,14.18,2.13,7.61,4.44,4.75,1,0.03,0.4,,
A339,11162020714781815,12/2/20,20025292,L,1,A339,21.18,23.2,3.18,7.92,12.1,6.99,1,-2.02,1.65,,
A340,11245181546227451,12/2/20,20025294,L,1,A340,18.31,17.38,2.75,11.01,3.62,4.75,1,0.93,0.41,,
A341,11234627591551440,12/2/20,20025293,L,12,A341,52.62,57.73,7.89,33.93,15.91,9.99,1,-5.11,9.8,,
A342,11289866727905010,12/2/20,20025433,L,4,A342,55.52,57.22,8.33,31.25,17.64,13.99,1,-1.7,21,,
A343,11252448751642666,12/2/20,20025308,L,6,A343,51.41,49.39,7.71,32.98,8.7,9.99,1,2.02,13,,
A344,11209719258779423,12/2/20,20025315,L,2,A344,52.62,51.96,7.89,36.28,7.79,9.5,1,0.66,4.9,,
A345,11124171896049013,12/2/20,20025316,L,2,A345,36.02,19.22,5.4,10.2,3.62,6.99,1,16.8,0.3,,
A346,11384403675395433,12/2/20,20025432,L,6,A346,26.16,28.28,3.92,13.57,10.79,7.5,1,-2.12,2,,
A347,11465813026220245,12/2/20,20025430,L,12,A347,24.85,33.31,3.73,13.43,16.15,6.99,1,-8.46,1.49,,
A348,11359605072578649,12/2/20,20025317,L,12,A348,46.84,53.35,7.03,30.77,15.55,9.99,1,-6.51,9.33,,
A349,11485879812366627,12/2/20,20025320,L,6,A349,38.13,38.7,5.72,24.42,8.56,8.75,1,-0.57,4.86,,
A350,11261398849809066,12/2/20,20025321,L,1,A350,12.57,10.32,1.89,4.84,3.59,4.75,1,2.25,0.06,,
A351,11178138895873862,12/2/20,20025323,L,1,A351,8.53,8.21,0.68,3.23,4.3,4.75,1,0.32,0.33,,
A352,11218379131740252,12/2/20,20025322,L,6,A352,23.63,25.36,3.54,13.57,8.25,6.99,1,-1.73,1.4,,
A353,11199326482422613,12/2/20,20025324,L,1,A353,18.36,17.38,2.75,11.01,3.62,4.75,1,0.98,0.41,,
A354,11171525222073850,12/2/20,20025325,L,24,A354,68.42,63.9,10.26,44.62,9.02,7.5,1,4.52,2.7,,
A355,11262713265311466,12/2/20,20025345,L,12,A355,51.87,52.01,7.78,35.63,8.6,9.5,1,-0.14,5,,
A356,11210479074400219,12/2/20,20025332,L,1,A356,33,33.25,4.95,19.26,9.04,6.99,1,-0.25,1.5,,
A357,11131907620241007,12/2/20,20025333,L,12,A357,40.32,42.12,6.05,25.5,10.57,9.5,1,-1.8,6.08,,
A358,11431261763140220,12/2/20,20025336,L,6,A358,44.1,42.29,6.62,28.55,7.12,7.5,1,1.81,2.08,,
A359,11163728620646603,12/2/20,20025339,L,4,A359,110.99,100,16.65,72.56,10.79,9.99,1,10.99,9.8,,
A360,11337947334576237,12/2/20,20025341,L,1,A360,29.55,28.2,4.43,20.22,3.55,4.75,1,1.35,0.23,,
A361,11159413828929828,12/2/20,20025344,L,1,A361,34.54,32.52,5.18,19.26,8.08,6.99,1,2.02,1.5,,
A362,11491729474570645,12/2/20,20025342,L,16,A362,97.58,122.97,14.64,46.14,62.19,34.5,1,-25.39,70,,
A363,11292503204961850,12/2/20,20025343,L,1,A363,18.17,17.36,2.73,11.01,3.62,4.75,1,0.81,0.41,,
A364,11486703881446639,12/2/20,20025346,L,6,A364,48.82,47.9,7.32,31.43,9.15,9.5,1,0.92,6,,
A365,11373288891550609,12/2/20,20025348,L,1,A365,34.54,31.48,5.18,19.26,7.04,6.99,1,3.06,1.5,,
A366,11139634694145869,12/2/20,20025349,L,1,A366,18.17,17.36,2.73,11.01,3.62,4.75,1,0.81,0.41,,
A367,11113118813532200,12/2/20,20025350,L,6,A367,38.65,39.56,5.8,23.43,10.33,9.5,1,-0.91,7,,
A368,11349624819756255,12/2/20,20025351,L,18,A368,16.28,17.06,2.44,5.47,9.15,7.5,1,-0.78,2,,
A369,11200539082551471,12/2/20,20025369,L,12,A369,56.96,69.88,8.54,35.64,25.7,9.99,1,-12.92,7.68,,
A370,11151150843539468,12/2/20,20025370,L,12,A370,68.58,62.93,10.28,33.24,19.41,9.99,1,5.65,12.5,,
A371,11339967386609056,12/2/20,20025371,L,1,A371,32.21,31.17,4.83,21.73,4.61,4.75,1,1.04,0.17,,
A372,11392082218941025,12/2/20,20025372,L,6,A372,21.53,29.29,3.23,9.69,16.37,7.99,1,-7.76,3.45,,
A373,11361132321261016,12/2/20,20027381,L,1,A373,20.97,18.34,3.15,11.95,3.24,4.75,1,2.63,0.23,,
A374,11146705652940225,12/2/20,20025374,L,6,A374,35.14,35.06,5.27,16.8,12.99,9.99,1,0.08,10.5,,
A375,11272311642559432,12/2/20,20025378,L,1,A375,32.19,31.17,4.83,21.73,4.61,4.75,1,1.02,0.17,,
A376,11188120248181001,12/2/20,20025377,L,1,A376,34.54,35.23,5.18,19.26,10.79,6.99,1,-0.69,1.5,,
A377,11121610371789841,12/2/20,20025379,L,1,A377,11.56,17,0.92,5.06,11.02,5.75,1,-5.44,0.67,,
A378,11462212296072265,12/2/20,20025380,L,6,A378,48.82,49.54,7.32,31.43,10.79,9.5,1,-0.72,6,,
A379,11322323781889006,12/2/20,20025381,L,1,A379,34.54,35.23,5.18,19.26,10.79,6.99,1,-0.69,1.5,,
A380,11162988643647411,12/2/20,20025382,L,6,A380,23.88,27.94,3.58,13.57,10.79,6.99,1,-4.06,1.4,,
A381,11258478774372218,12/2/20,20025383,L,6,A381,27.13,31.94,4.07,11.86,16.01,7.99,1,-4.81,3.33,,
A382,11212874844774628,12/2/20,20025385,L,3,A382,25.54,29.07,3.83,14.45,10.79,5.75,1,-3.53,0.95,,
A383,11455468929004256,12/2/20,20025386,L,1,A383,9.04,15.24,0.72,3.73,10.79,4.75,1,-6.2,0.37,,
A384,11208850322149066,12/2/20,20025390,L,12,A384,40.22,38.52,6.03,21.7,10.79,8.75,1,1.7,4.8,,
A385,11141378724092246,12/2/20,20025389,L,12,A385,46.48,47.22,6.97,27.26,12.99,10.99,1,-0.74,14.04,,
A386,11431098979409003,12/2/20,20025387,L,4,A386,55.52,54.68,8.33,31.25,15.1,13.99,1,0.84,21,,
A387,11187990365731454,12/2/20,20025392,L,2,A387,36.62,32.23,5.5,22.02,4.71,5.75,1,4.39,0.82,,
A388,11402125767813019,12/2/20,20025391,L,6,A388,29.07,27.69,4.36,11.86,11.47,7.99,1,1.38,3.33,,
A389,11175282887609824,12/2/20,20025393,L,6,A389,31.55,34.96,4.73,15.27,14.96,9.99,1,-3.41,8.2,,
A390,11276903984182623,12/2/20,20025395,L,6,A390,29.45,33.75,4.42,14.59,14.74,9.99,1,-4.3,10.5,,
A391,11230305041593850,12/2/20,20025397,L,12,A391,40.49,39.73,6.07,20.81,12.85,7.99,1,0.76,3.45,,
A392,11450535421090655,12/2/20,20025396,L,24,A392,69.96,61.95,10.5,40.66,10.79,7.99,1,8.01,3.84,,
A393,11179214132155440,12/2/20,20025401,L,12,A393,22.22,26.02,3.33,11.9,10.79,6.99,1,-3.8,0.8,,
A394,11432925232753854,12/2/20,20025398,L,6,A394,34.68,39.4,5.2,21.92,12.28,7.5,1,-4.72,3.75,,
A395,11203156904063464,12/2/20,20025399,L,12,A395,76.25,73.11,11.44,48.96,12.71,11.99,1,3.14,16.5,,
A396,11166993872240254,12/2/20,20025400,L,1,A396,17.77,22.46,2.67,7.74,12.05,5.75,1,-4.69,0.55,,
A397,11286793449145857,12/2/20,20025403,L,1,A397,11.43,11.49,1.71,5.07,4.71,4.75,1,-0.06,0.3,,
A398,11489011122264215,12/2/20,20025406,L,2,A398,30.85,36.04,4.63,8.37,23.04,11.99,1,-5.19,19.6,,
A399,11400829191126676,12/2/20,20025402,L,12,A399,55.71,58.12,8.36,38.97,10.79,9.5,1,-2.41,6.7,,
A400,11337019548485008,12/2/20,20025404,L,1,A400,14.22,17.96,2.13,5.04,10.79,6.99,1,-3.74,1.37,,
A401,11248127185735425,12/2/20,20025405,L,6,A401,56.49,57.19,8.47,33.26,15.46,11.99,1,-0.7,19.3,,
A402,11214695248891437,12/2/20,20025407,L,12,A402,37.61,28.02,5.64,22.38,0,8.75,1,9.59,4.4,,
A403,11118554457420263,12/2/20,20025409,L,3,A403,38.54,36.63,5.78,20.73,10.12,7.99,1,1.91,3.42,,
A404,11220321044566649,12/2/20,20025412,L,6,A404,31.55,31.99,4.73,14.92,12.34,9.99,1,-0.44,13.6,,
A405,11208158920574665,12/2/20,20025413,L,12,A405,24.85,27.95,3.73,13.43,10.79,6.99,1,-3.1,1.49,,
A406,11380532105993856,12/2/20,20025414,L,2,A406,18.5,18.65,2.78,11.26,4.61,4.75,1,-0.15,0.22,,
A407,11302639063949070,12/2/20,20025417,L,12,A407,25.42,26.1,3.81,14.21,8.08,6.99,1,-0.68,1.5,,
A408,11393675467968232,12/2/20,20025418,L,6,A408,25.48,28.74,3.82,13.57,11.35,7.5,1,-3.26,2,,
A409,11103332230567402,12/2/20,20025416,L,1,A409,20.24,22.61,3.04,7.92,11.65,6.99,1,-2.37,1.65,,
A410,11445604393886603,12/2/20,20025419,L,12,A410,54.86,51.17,8.23,32.91,10.03,10.99,1,3.69,14.7,,
A411,11339769151493820,12/2/20,20025420,L,1,A411,32.19,31.17,4.83,21.73,4.61,4.75,1,1.02,0.17,,
A412,11324373766195465,12/2/20,20025421,L,5,A412,31.42,34.21,4.71,20.35,9.15,6.99,1,-2.79,1.9,,
A413,11309219011955424,12/2/20,20025423,L,2,A413,29.49,34.86,4.42,18.16,12.28,7.5,1,-5.37,2.1,,
A414,11119292449141029,12/2/20,20025422,L,6,A414,25.48,28.18,3.82,13.57,10.79,7.5,1,-2.7,2,,
A415,11259724942982621,12/2/20,20025424,L,3,A415,29.76,34.51,4.46,19.26,10.79,4.75,1,-4.75,0.54,,
A416,11198532703093010,12/2/20,20025425,L,4,A416,55.52,57.22,8.33,31.25,17.64,13.99,1,-1.7,21,,
A417,11234631721452233,12/2/20,20025426,L,1,A417,16.02,22.36,2.4,9.17,10.79,4.75,1,-6.34,0.3,,
A418,11327436931474609,12/2/20,20025365,L,6,A418,48.01,54.79,7.2,31.31,16.28,9.5,1,-6.78,5,,
A419,11141687191025822,12/2/20,20025427,L,24,A419,85.31,76.99,12.8,39.3,24.89,19.5,1,8.32,40,,
A420,11119543017690649,12/2/20,20025464,L,12,A420,25.42,25.14,3.81,14.21,7.12,6.99,1,0.28,1.5,,
A421,11292234718517004,12/2/20,20025465,L,12,A421,46.48,53.77,6.97,27.26,19.54,10.99,1,-7.29,14.04,,
A422,11324807531357038,12/2/20,20025469,L,6,A422,34.09,16.78,5.11,11.67,0,9.99,1,17.31,10,,
A423,11384781385978613,12/2/20,20025470,L,1,A423,32.19,31.21,4.83,21.73,4.65,4.75,1,0.98,0.17,,
A424,11258822073146632,12/2/20,20025471,L,8,A424,68.33,67.4,8.2,46.65,12.55,9.99,1,0.93,8.6,,
A425,11455866090724259,12/2/20,20025474,L,4,A425,55.52,57.22,8.33,31.25,17.64,13.99,1,-1.7,21,,
A426,11128557571486647,12/2/20,20025475,L,1,A426,29.27,25.28,4.39,17.34,3.55,4.75,1,3.99,0.28,,
A427,11342440829480255,12/2/20,20025477,L,1,A427,12.58,16.59,1.89,3.91,10.79,4.75,1,-4.01,0.36,,
A428,11462635574449813,12/2/20,20025479,L,1,A428,27.72,29.53,4.16,17.12,8.25,6.99,1,-1.81,1.36,,
A429,11418389263718602,12/2/20,20025482,L,6,A429,25.48,29.04,3.82,13.57,11.65,7.5,1,-3.56,2,,
A430,11404896553553034,12/2/20,20025483,L,12,A430,40.64,41.17,6.1,22.71,12.36,9.99,1,-0.53,7.8,,
A431,11298041444985847,12/2/20,20025481,L,2,A431,18.38,21.33,2.76,9.98,8.59,5.75,1,-2.95,0.66,,
